WR_GROUP,Year,Algorithm,n_irrfields,n_IrrConfHigh,area_m2_wrg,n_within_lema,n_within_buffer,n_croptypes,ET_m3,irr_m3_fromNonIrr,irr_m3_fromPrec,CropCode_maincrop,area_m2_maincrop,area_prc_maincrop,irr_m3_fromWIMAS,IrrArea_m2
1937,2017,geesebal,24,5,3381432.46,0,0,5,2284628.22,NA,55515.4,1,1535847.3299698015,0.4542002089758733,144317.37707244,323748.51
1937,2017,ptjpl,24,5,3381432.46,0,0,5,2491714.12,NA,123020.9,1,1535847.3299698015,0.4542002089758733,144317.37707244,323748.51
1937,2017,sims,24,5,3381432.46,0,0,5,3210128.96,NA,811152.2,1,1535847.3299698015,0.4542002089758733,144317.37707244,323748.51
1937,2017,ssebop,24,5,3381432.46,0,0,5,2093796.32,NA,43298,1,1535847.3299698015,0.4542002089758733,144317.37707244,323748.51
1937,2018,disalexi,24,5,3381432.46,0,0,5,2485466.39,NA,472200.3,520,1449091.1934091495,0.42854358635013207,49329.95073117911,323748.51
1937,2018,eemetric,24,5,3381432.46,0,0,5,2313781.1,NA,345202.6,520,1449091.1934091495,0.42854358635013207,49329.95073117911,323748.51
1937,2018,ensemble,24,5,3381432.46,0,0,5,2242063.67,NA,237648.5,520,1449091.1934091495,0.42854358635013207,49329.95073117911,323748.51
1937,2018,geesebal,24,5,3381432.46,0,0,5,2270691.42,NA,256798.7,520,1449091.1934091495,0.42854358635013207,49329.95073117911,323748.51
1937,2018,ptjpl,24,5,3381432.46,0,0,5,2231896.13,NA,249393.7,520,1449091.1934091495,0.42854358635013207,49329.95073117911,323748.51
1937,2018,sims,24,5,3381432.46,0,0,5,2771357.16,NA,763904.5,520,1449091.1934091495,0.42854358635013207,49329.95073117911,323748.51
1937,2018,ssebop,24,5,3381432.46,0,0,5,1790046.72,NA,36884.9,520,1449091.1934091495,0.42854358635013207,49329.95073117911,323748.51
1937,2019,disalexi,24,4,3381432.46,0,0,5,2470520.3,NA,605685.2,520,1411582.897358987,0.41745115836469704,29603.56452768,323748.51
1937,2019,eemetric,24,4,3381432.46,0,0,5,2249366.89,NA,407954.1,520,1411582.897358987,0.41745115836469704,29603.56452768,323748.51
1937,2019,ensemble,24,4,3381432.46,0,0,5,2258015.11,NA,393180.4,520,1411582.897358987,0.41745115836469704,29603.56452768,323748.51
1937,2019,geesebal,24,4,3381432.46,0,0,5,1962565.02,NA,142471.9,520,1411582.897358987,0.41745115836469704,29603.56452768,323748.51
1937,2019,ptjpl,24,4,3381432.46,0,0,5,2304992.3,NA,440162.1,520,1411582.897358987,0.41745115836469704,29603.56452768,323748.51
1937,2019,sims,24,4,3381432.46,0,0,5,3190170.51,NA,1325335.6,520,1411582.897358987,0.41745115836469704,29603.56452768,323748.51
