WR_GROUP,Year,WaterUse_m3,Irrigation_m3,IrrArea_m2
24721,2018,118414.25811072,118414.25811072,485622.76800000004
24733,2018,88810.69358304,88810.69358304,485622.76800000004
24742,2018,NA,NA,NA
24783,2018,0,0,0
24800,2018,71541.94760856,71541.94760856,416826.20920000004
24807,2018,116356.1421288447,116356.1421288447,485622.76800000004
24809,2018,NA,NA,NA
24966,2018,32.671932549744824,0,0
25016,2018,NA,NA,NA
25159,2018,0,0,0
25584,2018,20.49424664862917,0,0
25853,2018,16035.025637900453,0,0
25991,2018,16940.118798906664,0,0
26037,2018,60440.61091068,60440.61091068,485622.76800000004
26167,2018,0,0,0
26339,2018,37801.17233712811,0,0
26342,2018,NA,NA,NA
26539,2018,NA,NA,NA
26567,2018,NA,NA,NA
26662,2018,7592.410510372297,0,0
26853,2018,NA,NA,NA
26941,2018,76475.87502984,76475.87502984,647497.024
26990,2018,NA,NA,NA
27111,2018,23436.15525108,23436.15525108,68796.5588
27373,2018,131982.55851924,131982.55851924,570606.7524
27506,2018,2466.96371064,2466.96371064,424919.922
27800,2018,146.53727041283395,0,0
27838,2018,133362.88426373462,133362.88426373462,558466.1832
28223,2018,13568.300408520001,13568.300408520001,40468.564
28346,2018,3374.5476759118924,0,0
28410,2018,107312.92141284,107312.92141284,291373.6608
28472,2018,NA,NA,NA
29820,2018,50572.75606812,50572.75606812,323748.512
29944,2018,0,0,0
31066,2018,589.1622734378744,0,0
31725,2018,NA,NA,NA
31787,2018,NA,NA,NA
31797,2018,NA,NA,NA
31997,2018,NA,NA,NA
32003,2018,NA,NA,NA
32043,2018,NA,NA,NA
32140,2018,NA,NA,NA
32161,2018,NA,NA,NA
32259,2018,NA,NA,NA
32365,2018,NA,NA,NA
32506,2018,NA,NA,NA
32556,2018,NA,NA,NA
32657,2018,NA,NA,NA
32666,2018,NA,NA,NA
32722,2018,NA,NA,NA
32767,2018,NA,NA,NA
32787,2018,NA,NA,NA
32811,2018,NA,NA,NA
32826,2018,NA,NA,NA
32870,2018,NA,NA,NA
32898,2018,NA,NA,NA
32921,2018,NA,NA,NA
32935,2018,NA,NA,NA
32944,2018,NA,NA,NA
32977,2018,NA,NA,NA
32991,2018,NA,NA,NA
33010,2018,NA,NA,NA
33017,2018,NA,NA,NA
33027,2018,NA,NA,NA
33032,2018,NA,NA,NA
33100,2018,NA,NA,NA
33116,2018,NA,NA,NA
33216,2018,NA,NA,NA
33275,2018,NA,NA,NA
33284,2018,NA,NA,NA
33292,2018,NA,NA,NA
33302,2018,NA,NA,NA
33325,2018,NA,NA,NA
33451,2018,NA,NA,NA
33466,2018,NA,NA,NA
33596,2018,NA,NA,NA
33615,2018,NA,NA,NA
33624,2018,NA,NA,NA
33645,2018,NA,NA,NA
33646,2018,NA,NA,NA
33717,2018,NA,NA,NA
33721,2018,NA,NA,NA
33722,2018,NA,NA,NA
33750,2018,NA,NA,NA
33773,2018,NA,NA,NA
33846,2018,NA,NA,NA
33864,2018,NA,NA,NA
33897,2018,NA,NA,NA
33921,2018,NA,NA,NA
34065,2018,NA,NA,NA
34083,2018,NA,NA,NA
34131,2018,NA,NA,NA
34330,2018,NA,NA,NA
34477,2018,NA,NA,NA
34502,2018,NA,NA,NA
34640,2018,NA,NA,NA
34719,2018,NA,NA,NA
35123,2018,NA,NA,NA
35240,2018,NA,NA,NA
35315,2018,NA,NA,NA
35327,2018,NA,NA,NA
35425,2018,NA,NA,NA
35444,2018,NA,NA,NA
35615,2018,NA,NA,NA
35652,2018,NA,NA,NA
35679,2018,NA,NA,NA
35684,2018,NA,NA,NA
36573,2018,NA,NA,NA
36809,2018,NA,NA,NA
37012,2018,NA,NA,NA
37120,2018,NA,NA,NA
37206,2018,NA,NA,NA
37209,2018,NA,NA,NA
37254,2018,NA,NA,NA
37382,2018,NA,NA,NA
37483,2018,NA,NA,NA
37666,2018,NA,NA,NA
37730,2018,NA,NA,NA
37740,2018,NA,NA,NA
37761,2018,NA,NA,NA
37807,2018,NA,NA,NA
37851,2018,NA,NA,NA
37931,2018,NA,NA,NA
38176,2018,NA,NA,NA
38272,2018,NA,NA,NA
38305,2018,NA,NA,NA
38316,2018,NA,NA,NA
38320,2018,NA,NA,NA
38381,2018,NA,NA,NA
38382,2018,NA,NA,NA
38398,2018,NA,NA,NA
38399,2018,NA,NA,NA
38415,2018,NA,NA,NA
38430,2018,NA,NA,NA
38431,2018,NA,NA,NA
38442,2018,NA,NA,NA
38446,2018,NA,NA,NA
38464,2018,NA,NA,NA
38466,2018,NA,NA,NA
38472,2018,NA,NA,NA
38480,2018,NA,NA,NA
38500,2018,NA,NA,NA
38507,2018,NA,NA,NA
38512,2018,NA,NA,NA
38531,2018,NA,NA,NA
38538,2018,NA,NA,NA
38564,2018,NA,NA,NA
38582,2018,NA,NA,NA
38592,2018,NA,NA,NA
38621,2018,NA,NA,NA
38639,2018,NA,NA,NA
38681,2018,NA,NA,NA
38682,2018,NA,NA,NA
38701,2018,NA,NA,NA
38702,2018,NA,NA,NA
38750,2018,NA,NA,NA
38789,2018,NA,NA,NA
38795,2018,NA,NA,NA
38819,2018,NA,NA,NA
38828,2018,NA,NA,NA
38855,2018,NA,NA,NA
38883,2018,NA,NA,NA
38890,2018,NA,NA,NA
38892,2018,NA,NA,NA
38908,2018,NA,NA,NA
38933,2018,NA,NA,NA
38936,2018,NA,NA,NA
38946,2018,NA,NA,NA
38961,2018,NA,NA,NA
38963,2018,NA,NA,NA
38983,2018,NA,NA,NA
38984,2018,NA,NA,NA
38995,2018,NA,NA,NA
38996,2018,NA,NA,NA
39028,2018,NA,NA,NA
39100,2018,NA,NA,NA
39133,2018,NA,NA,NA
39144,2018,NA,NA,NA
39152,2018,NA,NA,NA
39174,2018,NA,NA,NA
39266,2018,NA,NA,NA
39272,2018,NA,NA,NA
39407,2018,NA,NA,NA
39500,2018,NA,NA,NA
39521,2018,NA,NA,NA
39552,2018,NA,NA,NA
39565,2018,NA,NA,NA
39703,2018,NA,NA,NA
39779,2018,NA,NA,NA
39897,2018,NA,NA,NA
39984,2018,NA,NA,NA
40048,2018,NA,NA,NA
40079,2018,NA,NA,NA
40080,2018,NA,NA,NA
40227,2018,NA,NA,NA
40239,2018,NA,NA,NA
40255,2018,NA,NA,NA
40316,2018,NA,NA,NA
40333,2018,NA,NA,NA
40387,2018,NA,NA,NA
40669,2018,NA,NA,NA
40691,2018,NA,NA,NA
40706,2018,NA,NA,NA
40715,2018,NA,NA,NA
40716,2018,NA,NA,NA
40777,2018,NA,NA,NA
40809,2018,NA,NA,NA
40864,2018,NA,NA,NA
40877,2018,NA,NA,NA
40890,2018,NA,NA,NA
40910,2018,NA,NA,NA
40978,2018,NA,NA,NA
41106,2018,NA,NA,NA
41158,2018,NA,NA,NA
41166,2018,NA,NA,NA
41180,2018,NA,NA,NA
41198,2018,NA,NA,NA
41220,2018,NA,NA,NA
41223,2018,NA,NA,NA
41227,2018,NA,NA,NA
41231,2018,NA,NA,NA
41243,2018,NA,NA,NA
41251,2018,NA,NA,NA
41343,2018,NA,NA,NA
41381,2018,NA,NA,NA
41382,2018,NA,NA,NA
41386,2018,NA,NA,NA
41390,2018,NA,NA,NA
41401,2018,NA,NA,NA
41403,2018,NA,NA,NA
41405,2018,NA,NA,NA
41417,2018,NA,NA,NA
41438,2018,NA,NA,NA
41491,2018,NA,NA,NA
41520,2018,NA,NA,NA
41524,2018,NA,NA,NA
41540,2018,NA,NA,NA
41565,2018,NA,NA,NA
41572,2018,NA,NA,NA
41597,2018,NA,NA,NA
41660,2018,NA,NA,NA
41686,2018,NA,NA,NA
41710,2018,NA,NA,NA
41759,2018,NA,NA,NA
41790,2018,NA,NA,NA
41839,2018,NA,NA,NA
41892,2018,NA,NA,NA
42208,2018,NA,NA,NA
42375,2018,NA,NA,NA
42397,2018,NA,NA,NA
42478,2018,NA,NA,NA
42610,2018,NA,NA,NA
42611,2018,NA,NA,NA
42757,2018,NA,NA,NA
43821,2018,2433.284857216862,0,0
43926,2018,NA,NA,NA
43930,2018,NA,NA,NA
44649,2018,0,0,0
44652,2018,NA,NA,NA
230,2019,108546.40326816001,108546.40326816001,728434.152
723,2019,66608.02018728,66608.02018728,376357.6452
777,2019,172687.4597448,172687.4597448,550372.4704
912,2019,77709.35688516,77709.35688516,485622.76800000004
1937,2019,29603.56452768,29603.56452768,323748.512
2023,2019,66608.02018728,66608.02018728,813418.1364000001
2126,2019,NA,NA,NA
2297,2019,156652.19562564002,156652.19562564002,971245.5360000001
2393,2019,173920.94160012002,173920.94160012002,789136.998
2420,2019,244229.40735336,244229.40735336,1991053.3488
2425,2019,106079.43955752,106079.43955752,1214056.92
2460,2019,94978.10285964,94978.10285964,607028.46
2500,2019,654978.8651749201,654978.8651749201,4002340.9796
2609,2019,24669.6371064,24669.6371064,279233.0916
2621,2019,152951.75005968,152951.75005968,975292.3924
2700,2019,80702.58816881909,80702.58816881909,910542.6900000001
2701,2019,61674.092766,61674.092766,485622.76800000004
2719,2019,0,0,0
2721,2019,300969.57269808,300969.57269808,1456868.304
2752,2019,40704.90122556,40704.90122556,489669.62440000003
2770,2019,0,0,0
2772,2019,0,0,0
2786,2019,NA,NA,NA
2812,2019,NA,NA,NA
2862,2019,309603.94568532,309603.94568532,2262192.7276
2963,2019,211790.3650024634,211790.3650024634,1861553.9440000001
2964,2019,50572.75606812,50572.75606812,437060.4912
3033,2019,146784.34078308,146784.34078308,1537805.432
3091,2019,NA,NA,NA
3092,2019,0,0,0
3094,2019,62907.574621320004,62907.574621320004,416826.20920000004
3122,2019,17268.74597448,17268.74597448,267092.5224
3157,2019,85110.24801708,85110.24801708,1294994.048
3180,2019,128282.11295328,128282.11295328,870074.126
3236,2019,117180.77625540001,117180.77625540001,801277.5672
3251,2019,0,0,0
3299,2019,78942.83874048,78942.83874048,493716.4808
3343,2019,NA,NA,NA
3412,2019,101145.51213624,101145.51213624,505857.05
3424,2019,161586.12304692,161586.12304692,1699679.688
3453,2019,27136.600817040002,27136.600817040002,275186.2352
3480,2019,NA,NA,NA
3520,2019,116377.71900470306,116377.71900470306,489669.62440000003
3647,2019,83876.76616176,83876.76616176,404685.64
3657,2019,186255.76015332,186255.76015332,809371.28
3662,2019,231659.98002207742,231659.98002207742,2347176.7120000003
3712,2019,76475.87502984,76475.87502984,1942491.0720000002
3751,2019,159206.54568350667,159206.54568350667,995526.6744
3769,2019,214625.84282568,214625.84282568,1760382.534
3780,2019,0,0,0
3786,2019,119647.73996604,119647.73996604,971245.5360000001
3823,2019,35770.97380428,35770.97380428,161874.256
3947,2019,172687.4597448,172687.4597448,930776.9720000001
3969,2019,99912.03028092001,99912.03028092001,497763.3372
3988,2019,8634.37298724,8634.37298724,52609.133200000004
3989,2019,88810.69358304,88810.69358304,866027.2696
4024,2019,45638.828646840004,45638.828646840004,485622.76800000004
4062,2019,162819.60490224,162819.60490224,951011.2540000001
4065,2019,36167.00789711827,36167.00789711827,805324.4236
4076,2019,81409.80245112,81409.80245112,356123.3632
4088,2019,94413.36031009018,94413.36031009018,364217.076
4140,2019,NA,NA,NA
4166,2019,325639.20980448,325639.20980448,2144833.892
4219,2019,123348.185532,123348.185532,1011714.1
4231,2019,33304.01009364,33304.01009364,485622.76800000004
4272,2019,119647.73996604,119647.73996604,586794.1780000001
4288,2019,122114.70367668,122114.70367668,809371.28
4310,2019,51806.23792344,51806.23792344,696059.3008
4317,2019,80176.3205958,80176.3205958,497763.3372
4335,2019,265198.5988938,265198.5988938,890308.408
4483,2019,180088.35087672,180088.35087672,1189775.7816
4573,2019,78942.83874048,78942.83874048,910542.6900000001
4583,2019,0,0,0
4593,2019,0,0,0
4605,2019,64141.05647664,64141.05647664,501810.1936
4618,2019,NA,NA,NA
4639,2019,93744.62100432,93744.62100432,485622.76800000004
4687,2019,56740.16534472,56740.16534472,485622.76800000004
4711,2019,93744.62100432,93744.62100432,465388.48600000003
4721,2019,88810.69358304,88810.69358304,870074.126
4737,2019,302203.0545534,302203.0545534,1343556.3248
4772,2019,115947.29440008,115947.29440008,477529.0552
4963,2019,168987.01417884,168987.01417884,1590414.5652
5012,2019,196123.61499588,196123.61499588,890308.408
5061,2019,96211.58471496,96211.58471496,728434.152
5080,2019,72775.42946388,72775.42946388,485622.76800000004
5147,2019,0,0,0
5151,2019,117180.77625540001,117180.77625540001,477529.0552
5365,2019,246696.371064,246696.371064,1214056.92
5367,2019,110344.90022304059,110344.90022304059,708199.87
5381,2019,17268.74597448,17268.74597448,291373.6608
5410,2019,NA,NA,NA
5411,2019,54273.201634080004,54273.201634080004,485622.76800000004
5485,2019,33304.01009364,33304.01009364,607028.46
5494,2019,439119.54049392,439119.54049392,2525238.3936
5536,2019,53039.71977876,53039.71977876,829605.562
5572,2019,209691.9154044,209691.9154044,2428113.84
5576,2019,69074.98389792,69074.98389792,485622.76800000004
5578,2019,197357.0968512,197357.0968512,1460915.1604
5609,2019,41938.38308088,41938.38308088,493716.4808
5610,2019,199824.06056184001,199824.06056184001,2197443.0252
5651,2019,NA,NA,NA
5673,2019,57973.64720004,57973.64720004,485622.76800000004
5674,2019,90044.17543836,90044.17543836,647497.024
5682,2019,311345.5478254372,311345.5478254372,1922256.79
5685,2019,171453.97788948,171453.97788948,971245.5360000001
5720,2019,34537.49194896,34537.49194896,667731.306
5755,2019,67841.5020426,67841.5020426,485622.76800000004
5758,2019,60440.61091068,60440.61091068,364217.076
5771,2019,77709.35688516,77709.35688516,809371.28
5780,2019,40704.90122556,40704.90122556,477529.0552
5829,2019,107312.92141284,107312.92141284,501810.1936
5852,2019,130749.07666392,130749.07666392,870074.126
5868,2019,106079.43955752,106079.43955752,505857.05
5928,2019,74008.91131920001,74008.91131920001,485622.76800000004
5956,2019,57973.64720004,57973.64720004,485622.76800000004
5957,2019,87577.21172772,87577.21172772,485622.76800000004
5958,2019,123348.185532,123348.185532,971245.5360000001
6004,2019,51806.23792344,51806.23792344,182108.538
6028,2019,36035.65393355942,36035.65393355942,469435.3424
6034,2019,129515.5948086,129515.5948086,623215.8856
6037,2019,91709.29323168454,91709.29323168454,485622.76800000004
6057,2019,93744.62100432,93744.62100432,408732.4964
6109,2019,67841.5020426,67841.5020426,489669.62440000003
6119,2019,45638.828646840004,45638.828646840004,242811.38400000002
6135,2019,149251.30449372,149251.30449372,930776.9720000001
6144,2019,96211.58471496,96211.58471496,352076.50680000003
6145,2019,73444.83878842684,73444.83878842684,485622.76800000004
6156,2019,54273.201634080004,54273.201634080004,465388.48600000003
6160,2019,34537.49194896,34537.49194896,360170.2196
6162,2019,96211.58471496,96211.58471496,485622.76800000004
6163,2019,81409.80245112,81409.80245112,485622.76800000004
6167,2019,104845.9577022,104845.9577022,505857.05
6204,2019,91277.65729368001,91277.65729368001,1173588.3560000001
6277,2019,0,0,0
6325,2019,72282.15558384001,72282.15558384001,364217.076
6339,2019,61674.092766,61674.092766,485622.76800000004
6365,2019,61674.092766,61674.092766,323748.512
6397,2019,0,0,0
6434,2019,118414.25811072,118414.25811072,485622.76800000004
6460,2019,245462.88920868002,245462.88920868002,1104791.7972000001
6561,2019,NA,NA,NA
6589,2019,45638.828646840004,45638.828646840004,283279.94800000003
6650,2019,27136.600817040002,27136.600817040002,364217.076
6681,2019,94978.10285964,94978.10285964,453247.9168
6686,2019,128282.11295328,128282.11295328,898402.1208
6696,2019,98678.5484256,98678.5484256,437060.4912
6885,2019,90044.17543836,90044.17543836,623215.8856
7029,2019,37004.455659600004,37004.455659600004,485622.76800000004
7048,2019,156652.19562564002,156652.19562564002,971245.5360000001
7077,2019,121587.58817029376,121587.58817029376,1011714.1
7081,2019,228194.1432342,228194.1432342,971245.5360000001
7121,2019,201057.54241716,201057.54241716,720340.4392
7477,2019,53039.71977876,53039.71977876,485622.76800000004
7568,2019,189325.33572334927,189325.33572334927,1942491.0720000002
7597,2019,66608.02018728,66608.02018728,485622.76800000004
7598,2019,55506.6834894,55506.6834894,485622.76800000004
7621,2019,33304.01009364,33304.01009364,230670.8148
7755,2019,77709.35688516,77709.35688516,404685.64
7756,2019,144317.37707244,144317.37707244,1659211.124
7760,2019,57973.64720004,57973.64720004,433013.6348
7771,2019,22202.67339576,22202.67339576,372310.78880000004
7799,2019,59207.12905536,59207.12905536,590841.0344
7818,2019,69074.98389792,69074.98389792,776996.4288
7851,2019,127048.63109796001,127048.63109796001,1436634.022
7903,2019,40371.470356045524,40371.470356045524,485622.76800000004
7904,2019,71941.08952860523,71941.08952860523,445154.204
7928,2019,474211.675500361,55506.6834894,485622.76800000004
8011,2019,220793.25210228,220793.25210228,971245.5360000001
8041,2019,183788.79644268,183788.79644268,971245.5360000001
8133,2019,141850.4133618,141850.4133618,975292.3924
8274,2019,283700.8267236,283700.8267236,1214056.92
8275,2019,141850.4133618,141850.4133618,1987006.4924
8284,2019,0,0,0
8348,2019,220793.25210228,220793.25210228,1384024.8888
8349,2019,274083.15764932666,274083.15764932666,1659211.124
8375,2019,128282.11295328,128282.11295328,497763.3372
8381,2019,271366.0081704,271366.0081704,1011714.1
8382,2019,76475.87502984,76475.87502984,971245.5360000001
8403,2019,326872.6916598,326872.6916598,736527.8648
8410,2019,85110.24801708,85110.24801708,465388.48600000003
8429,2019,119647.73996604,119647.73996604,971245.5360000001
8434,2019,67841.5020426,67841.5020426,404685.64
8450,2019,61674.092766,61674.092766,445154.204
8454,2019,117180.77625540001,117180.77625540001,489669.62440000003
8463,2019,107312.92141284,107312.92141284,522044.4756
8469,2019,12279.13507181815,12279.13507181815,117358.8356
8471,2019,257797.70776188,257797.70776188,987432.9616
8472,2019,20393.554561290148,20393.554561290148,497763.3372
8513,2019,23436.15525108,23436.15525108,404685.64
8515,2019,4933.92742128,4933.92742128,121405.69200000001
8528,2019,82643.28430644001,82643.28430644001,465388.48600000003
8591,2019,30462.384753512004,0,0
8706,2019,381145.89329388,381145.89329388,2428113.84
8714,2019,125104.61893520673,125104.61893520673,995526.6744
8723,2019,104845.9577022,104845.9577022,485622.76800000004
8765,2019,66608.02018728,66608.02018728,485622.76800000004
8778,2019,61674.092766,61674.092766,485622.76800000004
8784,2019,0,0,0
8804,2019,146784.34078308,146784.34078308,1274759.766
8807,2019,80176.3205958,80176.3205958,364217.076
8830,2019,101145.51213624,101145.51213624,485622.76800000004
8858,2019,54273.201634080004,54273.201634080004,433013.6348
8900,2019,151718.26820436,151718.26820436,1978912.7796
8918,2019,51806.23792344,51806.23792344,194249.1072
8919,2019,59207.12905536,59207.12905536,485622.76800000004
8923,2019,152951.75005968,152951.75005968,971245.5360000001
8940,2019,83876.76616176,83876.76616176,445154.204
8947,2019,88810.69358304,88810.69358304,364217.076
8948,2019,125815.14924264001,125815.14924264001,485622.76800000004
8949,2019,53039.71977876,53039.71977876,485622.76800000004
8952,2019,67841.5020426,67841.5020426,485622.76800000004
8998,2019,594538.25426424,594538.25426424,2670925.224
9046,2019,370044.556596,370044.556596,1784663.6724
9053,2019,293568.68156616,293568.68156616,1456868.304
9067,2019,171452.8839040193,171452.8839040193,991479.8180000001
9080,2019,91277.65729368001,91277.65729368001,485622.76800000004
9117,2019,99912.03028092001,99912.03028092001,485622.76800000004
9118,2019,54273.201634080004,54273.201634080004,485622.76800000004
9131,2019,37004.455659600004,37004.455659600004,501810.1936
9166,2019,278766.89930232003,278766.89930232003,1885835.0824
9176,2019,94978.10285964,94978.10285964,485622.76800000004
9185,2019,67841.5020426,67841.5020426,728434.152
9193,2019,62826.56291601387,62826.56291601387,497763.3372
9279,2019,80360.61361354809,80360.61361354809,971245.5360000001
9281,2019,16988.19359248584,16988.19359248584,497763.3372
9303,2019,185022.278298,185022.278298,963151.8232
9325,2019,86343.7298724,86343.7298724,910542.6900000001
9337,2019,35770.97380428,35770.97380428,861980.4132000001
9340,2019,311589.7715622364,0,0
9355,2019,NA,NA,NA
9356,2019,75242.39317452,75242.39317452,485622.76800000004
9377,2019,197496.61595883407,197496.61595883407,926730.1156
9407,2019,102378.99399156,102378.99399156,971245.5360000001
9412,2019,218071.60176275863,218071.60176275863,1861553.9440000001
9416,2019,39471.41937024,39471.41937024,242811.38400000002
9426,2019,75242.39317452,75242.39317452,849839.844
9427,2019,139383.44965116002,139383.44965116002,1497336.868
9494,2019,0,0,0
9500,2019,217632.89655884687,95594.84378730001,890308.408
9505,2019,149251.30449372,149251.30449372,849839.844
9525,2019,127048.63109796001,127048.63109796001,991479.8180000001
9526,2019,107312.92141284,107312.92141284,979339.2488000001
9533,2019,97445.06657028,97445.06657028,501810.1936
9538,2019,185022.278298,185022.278298,922683.2592
9577,2019,90044.17543836,90044.17543836,647497.024
9589,2019,120881.22182136,120881.22182136,971245.5360000001
9620,2019,38237.93751492,38237.93751492,485622.76800000004
9635,2019,66608.02018728,66608.02018728,493716.4808
9706,2019,114713.81254476,114713.81254476,489669.62440000003
9795,2019,108546.40326816001,108546.40326816001,501810.1936
9815,2019,0,0,0
9825,2019,92511.139149,92511.139149,683918.7316
9915,2019,113480.33068944,113480.33068944,534185.0448
9917,2019,13309.146987793714,13309.146987793714,404685.64
9979,2019,104845.9577022,104845.9577022,607028.46
9997,2019,76475.87502984,76475.87502984,485622.76800000004
10008,2019,35531.05787181909,35531.05787181909,501810.1936
10041,2019,32070.52823832,32070.52823832,485622.76800000004
10042,2019,91277.65729368001,91277.65729368001,526091.332
10053,2019,96211.58471496,96211.58471496,445154.204
10075,2019,19598.995571347987,19598.995571347987,485622.76800000004
10079,2019,192882.90073154197,192882.90073154197,971245.5360000001
10084,2019,194890.13314056,194890.13314056,971245.5360000001
10086,2019,309603.94568532,309603.94568532,1448774.5912000001
10093,2019,39471.41937024,39471.41937024,971245.5360000001
10107,2019,106079.43955752,106079.43955752,485622.76800000004
10146,2019,70308.46575324,70308.46575324,971245.5360000001
10173,2019,33304.01009364,33304.01009364,453247.9168
10223,2019,155418.71377032,155418.71377032,485622.76800000004
10232,2019,104845.9577022,104845.9577022,485622.76800000004
10268,2019,24669.6371064,24669.6371064,477529.0552
10280,2019,134449.52222988,134449.52222988,971245.5360000001
10285,2019,105401.145859703,105401.145859703,971245.5360000001
10302,2019,41938.38308088,41938.38308088,275186.2352
10343,2019,44551.706147342426,44551.706147342426,465388.48600000003
10353,2019,25903.11896172,25903.11896172,161874.256
10383,2019,40704.90122556,40704.90122556,497763.3372
10439,2019,72775.42946388,72775.42946388,485622.76800000004
10473,2019,74008.91131920001,74008.91131920001,149733.6868
10574,2019,43171.8649362,43171.8649362,485622.76800000004
10575,2019,122114.70367668,122114.70367668,971245.5360000001
10583,2019,85110.24801708,85110.24801708,485622.76800000004
10584,2019,96211.58471496,96211.58471496,497763.3372
10624,2019,207940.51660556023,207940.51660556023,857933.5568
10627,2019,244036.82805819932,244036.82805819932,1456868.304
10638,2019,103612.47584688,103612.47584688,505857.05
10639,2019,88810.69358304,88810.69358304,505857.05
10651,2019,97445.06657028,97445.06657028,995526.6744
10711,2019,62907.574621320004,62907.574621320004,930776.9720000001
10714,2019,99912.03028092001,99912.03028092001,979339.2488000001
10761,2019,81409.80245112,81409.80245112,465388.48600000003
10762,2019,141850.4133618,141850.4133618,1286900.3352
10772,2019,135683.0040852,135683.0040852,1201916.3508000001
10773,2019,46872.31050216,46872.31050216,242811.38400000002
10778,2019,112246.84883412,112246.84883412,485622.76800000004
10780,2019,75242.39317452,75242.39317452,485622.76800000004
10781,2019,83876.76616176,83876.76616176,971245.5360000001
10855,2019,157885.67748096,157885.67748096,971245.5360000001
10859,2019,234361.55251080001,234361.55251080001,1416399.74
10869,2019,70308.46575324,70308.46575324,485622.76800000004
10886,2019,74008.91131920001,74008.91131920001,744621.5776000001
10899,2019,80176.3205958,80176.3205958,485622.76800000004
10900,2019,78942.83874048,78942.83874048,485622.76800000004
10901,2019,76475.87502984,76475.87502984,485622.76800000004
10920,2019,41938.38308088,41938.38308088,141639.97400000002
11025,2019,349019.215967909,0,0
11026,2019,0,0,0
11057,2019,50572.75606812,50572.75606812,497763.3372
11128,2019,NA,NA,NA
11152,2019,87958.70224914633,87958.70224914633,505857.05
11161,2019,246661.50737511256,246661.50737511256,1315228.33
11171,2019,16986.30088407717,16986.30088407717,465388.48600000003
11206,2019,108546.40326816001,108546.40326816001,971245.5360000001
11230,2019,46872.31050216,46872.31050216,404685.64
11273,2019,66608.02018728,66608.02018728,485622.76800000004
11277,2019,32070.52823832,32070.52823832,607028.46
11278,2019,NA,NA,NA
11287,2019,85110.24801708,85110.24801708,376357.6452
11288,2019,94978.10285964,94978.10285964,485622.76800000004
11349,2019,127048.63109796001,127048.63109796001,505857.05
11362,2019,100947.70896587108,100947.70896587108,631309.5984
11363,2019,107312.92141284,107312.92141284,489669.62440000003
11391,2019,112246.84883412,112246.84883412,485622.76800000004
11403,2019,66608.02018728,66608.02018728,485622.76800000004
11427,2019,NA,NA,NA
11428,2019,70308.46575324,70308.46575324,416826.20920000004
11439,2019,93744.62100432,93744.62100432,574653.6088
11455,2019,39471.41937024,39471.41937024,287326.8044
11456,2019,92511.139149,92511.139149,493716.4808
11463,2019,NA,NA,NA
11512,2019,141850.4133618,141850.4133618,1497336.868
11551,2019,152951.75005968,152951.75005968,995526.6744
11553,2019,118414.25811072,118414.25811072,809371.28
11568,2019,143083.89521712,143083.89521712,526091.332
11594,2019,76475.87502984,76475.87502984,485622.76800000004
11604,2019,85110.24801708,85110.24801708,538231.9012
11608,2019,120844.64712407165,120844.64712407165,1456868.304
11613,2019,NA,NA,NA
11614,2019,NA,NA,NA
11615,2019,NA,NA,NA
11616,2019,198590.57870652,198590.57870652,1456868.304
11651,2019,113480.33068944,113480.33068944,971245.5360000001
11784,2019,167753.53232352,167753.53232352,781043.2852
11793,2019,1883.2448665853408,0,0
11836,2019,90044.17543836,90044.17543836,485622.76800000004
11867,2019,NA,NA,NA
11948,2019,0,0,0
11968,2019,89997.14920523915,89997.14920523915,485622.76800000004
11969,2019,0,0,0
11971,2019,54273.201634080004,54273.201634080004,485622.76800000004
11972,2019,38237.93751492,38237.93751492,971245.5360000001
11974,2019,35770.97380428,35770.97380428,493716.4808
11982,2019,123733.16242231545,123733.16242231545,971245.5360000001
12025,2019,NA,NA,NA
12058,2019,NA,NA,NA
12070,2019,155418.71377032,155418.71377032,485622.76800000004
12089,2019,46872.31050216,46872.31050216,485622.76800000004
12090,2019,72575.52538717752,72575.52538717752,983386.1052
12097,2019,156652.19562564002,156652.19562564002,1970819.0668000001
12098,2019,55506.6834894,55506.6834894,404685.64
12110,2019,54273.201634080004,54273.201634080004,501810.1936
12113,2019,69957.90965804424,69957.90965804424,416826.20920000004
12119,2019,0,0,0
12174,2019,61674.092766,61674.092766,485622.76800000004
12251,2019,108546.40326816001,108546.40326816001,465388.48600000003
12267,2019,92511.139149,92511.139149,509903.90640000004
12274,2019,96551.97696600133,96551.97696600133,708199.87
12312,2019,74008.91131920001,74008.91131920001,445154.204
12313,2019,235595.03436612,235595.03436612,971245.5360000001
12349,2019,67841.5020426,67841.5020426,894355.2644
12357,2019,45638.828646840004,45638.828646840004,465388.48600000003
12358,2019,81409.80245112,81409.80245112,465388.48600000003
12397,2019,130749.07666392,130749.07666392,485622.76800000004
12402,2019,10777.081678730581,10777.081678730581,963151.8232
12441,2019,213392.36097036,213392.36097036,930776.9720000001
12472,2019,60440.61091068,60440.61091068,995526.6744
12499,2019,101145.51213624,101145.51213624,485622.76800000004
12506,2019,14801.78226384,14801.78226384,222577.102
12558,2019,NA,NA,NA
12634,2019,59207.12905536,59207.12905536,485622.76800000004
12637,2019,99912.03028092001,99912.03028092001,485622.76800000004
12638,2019,97445.06657028,97445.06657028,485622.76800000004
12645,2019,0,0,0
12646,2019,78403.55311902627,78403.55311902627,505857.05
12662,2019,127663.9392453549,127663.9392453549,732481.0084
