UID,Year,precip_mm,ETo_mm,ETr_mm
569439,2020,440.9,1571.9,2257.3
569439,2021,564,1533.2,2185.1
569440,2016,568.13,1538.01,2181.43
569440,2017,774.4,1520.3,2162.7
569440,2018,750.9,1440,2020.9
569440,2019,733.2,1363.1,1895.2
569440,2020,440.9,1571.9,2257.3
569440,2021,564,1533.2,2185.1
569441,2016,572.23,1533.53,2173.42
569441,2017,771.94,1517.02,2156.99
569441,2018,758.99,1436.04,2014.02
569441,2019,728.95,1358.96,1887.85
569441,2020,443.71,1568.15,2250.5
569441,2021,561.08,1530.44,2179.73
569442,2016,580.9,1524.06,2156.52
569442,2017,766.8,1509.4,2143.8
569442,2018,776.1,1426.8,1998.3
569442,2019,719.9,1349.3,1870.9
569442,2020,449.7,1559.3999999999999,2234.9
569442,2021,554.9,1524,2167.3
569443,2016,586.57,1542.45,2190.31
569443,2017,753.2,1526,2171.9
569443,2018,739.9,1444.6,2030.1
569443,2019,721.3,1373.6000000000001,1914.6
569443,2020,436.8,1581.3,2274.2999999999997
569443,2021,541.4,1538.6000000000001,2195.1
569444,2016,586.8,1537.71,2181.53
569444,2017,758.33,1521.41,2165.07
569444,2018,750.05,1439.83,2021.65
569444,2019,725.53,1366.23,1901.19
569444,2020,441.09999999999997,1575.24,2263.34
569444,2021,548.64,1535.08,2188.12
569445,2016,586.57,1542.45,2190.31
569445,2017,753.2,1526,2171.9
569445,2018,739.9,1444.6,2030.1
569445,2019,721.3,1373.6000000000001,1914.6
569445,2020,436.8,1581.3,2274.2999999999997
569445,2021,541.4,1538.6000000000001,2195.1
569446,2016,612.89,1531.03,2169.7799999999997
569446,2017,747,1516.7,2159.5
569446,2018,763.5,1433.5,2011.1
569446,2019,727.4,1358.9,1888.6000000000001
569446,2020,448.4,1571,2255.8
569446,2021,543.8000000000001,1533,2183.1
569447,2016,612.89,1531.03,2169.7799999999997
569447,2017,747,1516.7,2159.5
569447,2018,763.5,1433.5,2011.1
569447,2019,727.4,1358.9,1888.6000000000001
569447,2020,448.4,1571,2255.8
569447,2021,543.8000000000001,1533,2183.1
569448,2016,601.1,1528.49,2164.84
569448,2017,754.27,1513.84,2153.5
569448,2018,768.17,1430.89,2006.31
569448,2019,724.64,1355.13,1881.92
569448,2020,448.83,1566.43,2247.98
569448,2021,547.9,1529.43,2177.12
569449,2016,612.89,1531.03,2169.7799999999997
569449,2017,747,1516.7,2159.5
569449,2018,763.5,1433.5,2011.1
569449,2019,727.4,1358.9,1888.6000000000001
569449,2020,448.4,1571,2255.8
569449,2021,543.8000000000001,1533,2183.1
569450,2016,580.9,1524.06,2156.52
569450,2017,766.8,1509.4,2143.8
569450,2018,776.1,1426.8,1998.3
569450,2019,719.9,1349.3,1870.9
569450,2020,449.7,1559.3999999999999,2234.9
569450,2021,554.9,1524,2167.3
569451,2016,580.9,1524.06,2156.52
569451,2017,766.8,1509.4,2143.8
569451,2018,776.1,1426.8,1998.3
569451,2019,719.9,1349.3,1870.9
569451,2020,449.7,1559.3999999999999,2234.9
569451,2021,554.9,1524,2167.3
569452,2016,580.9,1524.06,2156.52
569452,2017,766.8,1509.4,2143.8
569452,2018,776.1,1426.8,1998.3
569452,2019,719.9,1349.3,1870.9
569452,2020,449.7,1559.3999999999999,2234.9
569452,2021,554.9,1524,2167.3
569453,2016,580.9,1524.06,2156.52
569453,2017,766.8,1509.4,2143.8
569453,2018,776.1,1426.8,1998.3
569453,2019,719.9,1349.3,1870.9
569453,2020,449.7,1559.3999999999999,2234.9
569453,2021,554.9,1524,2167.3
569454,2016,580.9,1524.06,2156.52
569454,2017,766.8,1509.4,2143.8
569454,2018,776.1,1426.8,1998.3
569454,2019,719.9,1349.3,1870.9
569454,2020,449.7,1559.3999999999999,2234.9
569454,2021,554.9,1524,2167.3
569478,2016,601.79,1528.6399999999999,2165.31
569478,2017,753.8,1514.45,2154.5
569478,2018,767.9,1431.4099999999999,2006.91
569478,2019,724.7,1355.94,1882.8
569478,2020,448.84000000000003,1567.45,2248.98
569478,2021,547.63,1530.27,2178.01
569479,2016,621.13,1517.83,2146.12
569479,2017,728.7,1512.37,2148.4
569479,2018,778.5,1421.19,1988.35
569479,2019,711.53,1345.03,1862.53
569479,2020,451.75,1558.58,2232.2599999999998
569479,2021,540.7,1523.8600000000001,2166.72
569480,2016,613.35,1530.76,2169.46
569480,2017,746.63,1516.69,2159.47
569480,2018,763.6999999999999,1433.49,2010.92
569480,2019,727.31,1358.9,1888.52
569480,2020,448.37,1571,2255.72
569480,2021,543.64,1533,2183.08
569481,2016,636.32,1520.5,2151.45
569481,2017,724.6,1514.9,2153.4
569481,2018,775.6,1422.6,1991.6
569481,2019,719.1,1348.3,1868.3
569481,2020,448.1,1562.1,2239.6
569481,2021,536,1526.7,2172.3
569482,2016,636.34,1520.49,2151.44
569482,2017,724.6,1514.9,2153.4
569482,2018,775.6,1422.6,1991.6
569482,2019,719.1,1348.3,1868.3
569482,2020,448.1,1562.1,2239.6
569482,2021,536,1526.7,2172.3
569483,2016,636.34,1520.49,2151.44
569483,2017,724.6,1514.9,2153.4
569483,2018,775.6,1422.6,1991.6
569483,2019,719.1,1348.3,1868.3
569483,2020,448.1,1562.1,2239.6
569483,2021,536,1526.7,2172.3
569484,2016,636.34,1520.49,2151.44
569484,2017,724.6,1514.9,2153.4
569484,2018,775.6,1422.6,1991.6
569484,2019,719.1,1348.3,1868.3
569484,2020,448.1,1562.1,2239.6
569484,2021,536,1526.7,2172.3
569485,2016,612.89,1531.03,2169.7799999999997
569485,2017,747,1516.7,2159.5
569485,2018,763.5,1433.5,2011.1
569485,2019,727.4,1358.9,1888.6000000000001
569485,2020,448.4,1571,2255.8
569485,2021,543.8000000000001,1533,2183.1
569486,2016,612.89,1531.03,2169.7799999999997
569486,2017,747,1516.7,2159.5
569486,2018,763.5,1433.5,2011.1
569486,2019,727.4,1358.9,1888.6000000000001
569486,2020,448.4,1571,2255.8
569486,2021,543.8000000000001,1533,2183.1
569487,2016,621.13,1527.44,2163.36
569487,2017,739.14,1516.02,2157.16
569487,2018,767.68,1429.26,2003.79
569487,2019,724.47,1354.74,1880.91
569487,2020,448.3,1567.52,2249.7
569487,2021,541.05,1530.54,2178.99
569488,2016,612.89,1531.03,2169.7799999999997
569488,2017,747,1516.7,2159.5
569488,2018,763.5,1433.5,2011.1
569488,2019,727.4,1358.9,1888.6000000000001
569488,2020,448.4,1571,2255.8
569488,2021,543.8000000000001,1533,2183.1
569489,2016,618.95,1528.34,2165.13
569489,2017,741.1899999999999,1516.2,2157.77
569489,2018,766.61,1430.35,2005.74
569489,2019,725.24,1355.8,1882.94
569489,2020,448.34,1568.41,2251.32
569489,2021,541.77,1531.17,2180.07
569490,2016,612.89,1531.03,2169.7799999999997
569490,2017,747,1516.7,2159.5
569490,2018,763.5,1433.5,2011.1
569490,2019,727.4,1358.9,1888.6000000000001
569490,2020,448.4,1571,2255.8
569490,2021,543.8000000000001,1533,2183.1
569491,2016,492.73,1542.52,2194.17
569491,2017,736.9,1515.7,2155.3
569491,2018,670.5,1458.9,2059.2
569491,2019,813.9,1358.7,1892.7
569491,2020,369.1,1585.4,2283.5
569491,2021,557.1,1537.3,2194.4
569492,2016,492.73,1542.52,2194.17
569492,2017,736.9,1515.7,2155.3
569492,2018,670.5,1458.9,2059.2
569492,2019,813.9,1358.7,1892.7
569492,2020,369.1,1585.4,2283.5
569492,2021,557.1,1537.3,2194.4
569493,2016,484.3,1556.36,2218.38
569493,2017,756.6,1525.3,2175.9
569493,2018,707.5,1476.5,2088.5
569493,2019,763.6,1369.6,1913.1
569493,2020,387,1598.2,2307.2000000000003
569493,2021,573.3,1551.7,2220
569496,2016,485.15,1556.87,2219.48
569496,2017,757.07,1525.59,2176.2599999999998
569496,2018,707.16,1476.3600000000001,2088.36
569496,2019,759.83,1369.76,1913.21
569496,2020,386.81,1598.08,2306.88
569496,2021,572.7,1551.35,2219.55
569497,2016,491.93,1561.43,2227.48
569497,2017,761.5,1528.2,2179.5
569497,2018,704.3,1475.1,2087.1
569497,2019,728.7,1371.2,1914.2
569497,2020,385,1597,2304
569497,2021,567.3,1548.2,2215.5
569498,2016,511.28000000000003,1543.95,2196.33
569498,2017,742.9,1513.9,2152.6
569498,2018,672.5,1457.7,2053.4
569498,2019,790.8,1355.8,1887.3999999999999
569498,2020,366,1581.3,2276
569498,2021,557.1,1533.5,2188.6
569499,2016,491.93,1561.43,2227.48
569499,2017,761.5,1528.2,2179.5
569499,2018,704.3,1475.1,2087.1
569499,2019,728.7,1371.2,1914.2
569499,2020,385,1597,2304
569499,2021,567.3,1548.2,2215.5
569500,2016,507.2,1547.6399999999999,2202.98
569500,2017,746.78,1516.76,2157.98
569500,2018,679.22,1461.18,2060.17
569500,2019,777.64,1358.88,1892.76
569500,2020,370.03000000000003,1584.44,2281.6
569500,2021,559.26,1536.44,2193.99
569501,2016,491.93,1561.43,2227.48
569501,2017,761.5,1528.2,2179.5
569501,2018,704.3,1475.1,2087.1
569501,2019,728.7,1371.2,1914.2
569501,2020,385,1597,2304
569501,2021,567.3,1548.2,2215.5
569502,2016,491.93,1561.43,2227.48
569502,2017,761.5,1528.2,2179.5
569502,2018,704.3,1475.1,2087.1
569502,2019,728.7,1371.2,1914.2
569502,2020,385,1597,2304
569502,2021,567.3,1548.2,2215.5
569503,2016,491.93,1561.43,2227.48
569503,2017,761.5,1528.2,2179.5
569503,2018,704.3,1475.1,2087.1
569503,2019,728.7,1371.2,1914.2
569503,2020,385,1597,2304
569503,2021,567.3,1548.2,2215.5
569504,2016,491.93,1561.43,2227.48
569504,2017,761.5,1528.2,2179.5
569504,2018,704.3,1475.1,2087.1
569504,2019,728.7,1371.2,1914.2
569504,2020,385,1597,2304
569504,2021,567.3,1548.2,2215.5
569505,2016,535.9,1544.35,2196.69
569505,2017,744.1,1512.8,2150.1
569505,2018,659,1453.6,2050.2
569505,2019,751.1,1352.3,1881.8999999999999
569505,2020,351.2,1575.1,2265.9
569505,2021,523.5,1528.3,2178.7
569508,2016,535.9,1544.35,2196.69
569508,2017,744.1,1512.8,2150.1
569508,2018,659,1453.6,2050.2
569508,2019,751.1,1352.3,1881.8999999999999
569508,2020,351.2,1575.1,2265.9
569508,2021,523.5,1528.3,2178.7
569509,2016,535.9,1544.35,2196.69
569509,2017,744.1,1512.8,2150.1
569509,2018,659,1453.6,2050.2
569509,2019,751.1,1352.3,1881.8999999999999
569509,2020,351.2,1575.1,2265.9
569509,2021,523.5,1528.3,2178.7
569510,2016,519.63,1556.8,2218.8
569510,2017,758.22,1521.87,2167.45
569510,2018,682.36,1464.73,2069.67
569510,2019,724.48,1362.41,1899.3500000000001
569510,2020,363.85,1586.21,2285.1800000000003
569510,2021,534.52,1538.62,2197.34
569511,2016,507.12,1563.95,2231.77
569511,2017,766.1,1527.93,2178.85
569511,2018,697.79,1472.45,2082.96
569511,2019,711.03,1369.32,1910.99
569511,2020,373.56,1593.95,2298.4
569511,2021,545.05,1545.77,2210.13
569512,2016,509.6,1564.38,2232.55
569512,2017,766.9,1527.9,2178.8
569512,2018,696.7,1472.1,2082.3
569512,2019,708.1,1369.1,1910.6
569512,2020,371.6,1593.6,2297.7
569512,2021,541.3,1545.5,2209.5
569513,2016,580.99,1535.45,2180.02
569513,2017,749.7,1508.9,2144.4
569513,2018,625.6,1443.3999999999999,2029.7
569513,2019,788.9,1352.6,1878.5
569513,2020,365.09999999999997,1573.5,2259.5
569513,2021,503,1523.7,2170
569514,2016,526.78,1566.93,2236.33
569514,2017,777.9,1531.9,2186
569514,2018,706.8,1474.8,2086.1
569514,2019,719.8,1373.6,1919.6
569514,2020,368.1,1597.2,2305.3
569514,2021,528.2,1548.6,2214.1
569515,2016,560.13,1548.26,2202.93
569515,2017,755.7,1516,2157.5
569515,2018,652.3,1454.5,2050.6
569515,2019,740.4,1355.4,1886.3
569515,2020,352,1576.9,2268.6
569515,2021,500.9,1529.6,2180.7
569516,2016,526.78,1566.93,2236.33
569516,2017,777.9,1531.9,2186
569516,2018,706.8,1474.8,2086.1
569516,2019,719.8,1373.6,1919.6
569516,2020,368.1,1597.2,2305.3
569516,2021,528.2,1548.6,2214.1
569517,2016,526.78,1566.93,2236.33
569517,2017,777.9,1531.9,2186
569517,2018,706.8,1474.8,2086.1
569517,2019,719.8,1373.6,1919.6
569517,2020,368.1,1597.2,2305.3
569517,2021,528.2,1548.6,2214.1
569518,2016,526.78,1566.93,2236.33
569518,2017,777.9,1531.9,2186
569518,2018,706.8,1474.8,2086.1
569518,2019,719.8,1373.6,1919.6
569518,2020,368.1,1597.2,2305.3
569518,2021,528.2,1548.6,2214.1
569520,2016,580.99,1535.45,2180.02
569520,2017,749.7,1508.9,2144.4
569520,2018,625.6,1443.3999999999999,2029.7
569520,2019,788.9,1352.6,1878.5
569520,2020,365.09999999999997,1573.5,2259.5
569520,2021,503,1523.7,2170
569521,2016,560.13,1548.26,2202.93
569521,2017,755.7,1516,2157.5
569521,2018,652.3,1454.5,2050.6
569521,2019,740.4,1355.4,1886.3
569521,2020,352,1576.9,2268.6
569521,2021,500.9,1529.6,2180.7
569522,2016,526.78,1566.93,2236.33
569522,2017,777.9,1531.9,2186
569522,2018,706.8,1474.8,2086.1
569522,2019,719.8,1373.6,1919.6
569522,2020,368.1,1597.2,2305.3
569522,2021,528.2,1548.6,2214.1
569524,2016,560.13,1548.26,2202.93
569524,2017,755.7,1516,2157.5
569524,2018,652.3,1454.5,2050.6
569524,2019,740.4,1355.4,1886.3
569524,2020,352,1576.9,2268.6
569524,2021,500.9,1529.6,2180.7
569525,2016,573.31,1552.32,2209.52
569525,2017,757.7,1521.2,2164.1
569525,2018,665.9,1457.1,2051.6
569525,2019,771.9,1368.3,1907
569525,2020,370.8,1584.8,2281.2
569525,2021,504.5,1535.3,2190.6
569526,2016,573.31,1552.32,2209.52
569526,2017,757.7,1521.2,2164.1
569526,2018,665.9,1457.1,2051.6
569526,2019,771.9,1368.3,1907
569526,2020,370.8,1584.8,2281.2
569526,2021,504.5,1535.3,2190.6
569527,2016,568.6899999999999,1550.26,2205.23
569527,2017,738.5,1520.6,2165.7
569527,2018,681,1451.4,2043.3999999999999
569527,2019,771.7,1378.3,1923.6
569527,2020,389.3,1586,2282.6
569527,2021,518.4,1536.4,2191.4
569528,2016,568.6899999999999,1550.26,2205.23
569528,2017,738.5,1520.6,2165.7
569528,2018,681,1451.4,2043.3999999999999
569528,2019,771.7,1378.3,1923.6
569528,2020,389.3,1586,2282.6
569528,2021,518.4,1536.4,2191.4
569529,2016,531.27,1564.97,2231.95
569529,2017,755.45,1531.76,2184.15
569529,2018,719.94,1467.6100000000001,2073.6
569529,2019,747.33,1387.18,1940.39
569529,2020,391.09999999999997,1597.77,2303.43
569529,2021,533.28,1548.1,2213.87
569530,2016,531.33,1566.48,2234.81
569530,2017,762.5,1530.8600000000001,2183.68
569530,2018,718.07,1469.2,2076.44
569530,2019,747.6700000000001,1383.65,1933.86
569530,2020,385.03,1597.57,2303.91
569530,2021,530.4300000000001,1547.8,2213.41
569533,2016,594.8399999999999,1537.25,2182.6
569533,2017,737.6999999999999,1512.3,2146.7
569533,2018,629,1444,2028.8
569533,2019,795.4000000000001,1357.8,1889.3
569533,2020,381.8,1575.2,2265.1
569533,2021,498,1527.6,2175.3
569535,2016,601.32,1535.45,2178.86
569535,2017,716,1512.1,2147.7
569535,2018,636.7,1439,2019.8999999999999
569535,2019,786.4,1362.6,1895.1
569535,2020,386.2,1572.2,2259.6
569535,2021,507.4,1524.9,2171.6
569536,2016,573.31,1552.32,2209.52
569536,2017,757.7,1521.2,2164.1
569536,2018,665.9,1457.1,2051.6
569536,2019,771.9,1368.3,1907
569536,2020,370.8,1584.8,2281.2
569536,2021,504.5,1535.3,2190.6
569537,2016,569.1,1550.07,2204.93
569537,2017,738.26,1520.6,2165.69
569537,2018,680.51,1451.4,2043.3899999999999
569537,2019,771.85,1378.3,1923.6
569537,2020,389.27,1586,2282.6
569537,2021,518.3,1536.4,2191.39
569539,2016,568.6899999999999,1550.26,2205.23
569539,2017,738.5,1520.6,2165.7
569539,2018,681,1451.4,2043.3999999999999
569539,2019,771.7,1378.3,1923.6
569539,2020,389.3,1586,2282.6
569539,2021,518.4,1536.4,2191.4
569540,2016,568.6899999999999,1550.26,2205.23
569540,2017,738.5,1520.6,2165.7
569540,2018,681,1451.4,2043.3999999999999
569540,2019,771.7,1378.3,1923.6
569540,2020,389.3,1586,2282.6
569540,2021,518.4,1536.4,2191.4
569541,2016,568.6899999999999,1550.26,2205.23
569541,2017,738.5,1520.6,2165.7
569541,2018,681,1451.4,2043.3999999999999
569541,2019,771.7,1378.3,1923.6
569541,2020,389.3,1586,2282.6
569541,2021,518.4,1536.4,2191.4
569542,2016,531.2099999999999,1563.6200000000001,2229.4
569542,2017,748.9,1532.9,2184.8
569542,2018,721.8,1465.6000000000001,2070.4
569542,2019,747.1,1390.8,1946.8999999999999
569542,2020,396.8,1598,2302.9
569542,2021,536,1548.5,2214.3
569544,2016,566.25,1551.09,2206.72
569544,2017,739.1899999999999,1521.71,2167.18
569544,2018,683.68,1452.6299999999999,2045.55
569544,2019,770.13,1379.35,1925.42
569544,2020,389.78999999999996,1587.06,2284.18
569544,2021,519.57,1537.51,2193.2
569545,2016,531.2099999999999,1563.6200000000001,2229.4
569545,2017,748.9,1532.9,2184.8
569545,2018,721.8,1465.6000000000001,2070.4
569545,2019,747.1,1390.8,1946.8999999999999
569545,2020,396.8,1598,2302.9
569545,2021,536,1548.5,2214.3
569546,2016,531.2099999999999,1563.6200000000001,2229.4
569546,2017,748.9,1532.9,2184.8
569546,2018,721.8,1465.6000000000001,2070.4
569546,2019,747.1,1390.8,1946.8999999999999
569546,2020,396.8,1598,2302.9
569546,2021,536,1548.5,2214.3
569547,2016,570.87,1542.3500000000001,2190.82
569547,2017,730.13,1519.1,2159.81
569547,2018,705.73,1442.3,2027.6
569547,2019,756.66,1381.7,1926.48
569547,2020,399.95,1578.5,2270.6
569547,2021,528.34,1533.3,2185.2
569548,2016,570.9300000000001,1542.21,2190.66
569548,2017,730,1519.1,2159.8
569548,2018,706.1,1442.3,2027.6
569548,2019,756.4,1381.7,1926.5
569548,2020,400.09999999999997,1578.5,2270.6
569548,2021,528.5,1533.3,2185.2
569549,2016,570.9300000000001,1542.21,2190.66
569549,2017,730,1519.1,2159.8
569549,2018,706.1,1442.3,2027.6
569549,2019,756.4,1381.7,1926.5
569549,2020,400.09999999999997,1578.5,2270.6
569549,2021,528.5,1533.3,2185.2
569550,2016,570.9300000000001,1542.21,2190.66
569550,2017,730,1519.1,2159.8
569550,2018,706.1,1442.3,2027.6
569550,2019,756.4,1381.7,1926.5
569550,2020,400.09999999999997,1578.5,2270.6
569550,2021,528.5,1533.3,2185.2
569551,2016,570.28,1544.6399999999999,2195.15
569551,2017,732.66,1519.55,2161.57
569551,2018,698.31,1445.03,2032.34
569551,2019,761.15,1380.68,1925.62
569551,2020,396.76,1580.75,2274.2
569551,2021,525.36,1534.23,2187.06
569552,2016,570.9300000000001,1542.21,2190.66
569552,2017,730,1519.1,2159.8
569552,2018,706.1,1442.3,2027.6
569552,2019,756.4,1381.7,1926.5
569552,2020,400.09999999999997,1578.5,2270.6
569552,2021,528.5,1533.3,2185.2
569553,2016,570.9300000000001,1542.21,2190.66
569553,2017,730,1519.1,2159.8
569553,2018,706.1,1442.3,2027.6
569553,2019,756.4,1381.7,1926.5
569553,2020,400.09999999999997,1578.5,2270.6
569553,2021,528.5,1533.3,2185.2
569554,2016,570.9300000000001,1542.21,2190.66
569554,2017,730,1519.1,2159.8
569554,2018,706.1,1442.3,2027.6
569554,2019,756.4,1381.7,1926.5
569554,2020,400.09999999999997,1578.5,2270.6
569554,2021,528.5,1533.3,2185.2
569555,2016,570.9,1542.24,2190.79
569555,2017,730.03,1519.1,2159.8
569555,2018,705.96,1442.3,2027.6
569555,2019,756.49,1381.7,1926.5
569555,2020,400.05,1578.5,2270.6
569555,2021,528.48,1533.3,2185.2
569556,2016,570.9300000000001,1542.21,2190.66
569556,2017,730,1519.1,2159.8
569556,2018,706.1,1442.3,2027.6
569556,2019,756.4,1381.7,1926.5
569556,2020,400.09999999999997,1578.5,2270.6
569556,2021,528.5,1533.3,2185.2
569557,2016,570.71,1543.13,2192.2200000000003
569557,2017,731,1519.25,2160.39
569557,2018,703.32,1443.21,2029.18
569557,2019,758.13,1381.36,1926.2
569557,2020,398.92,1579.25,2271.8
569557,2021,527.38,1533.6100000000001,2185.82
569558,2016,534.86,1556.96,2216.98
569558,2017,755.4,1529.5,2180.5
569558,2018,732.8,1457.5,2052.8
569558,2019,734.4,1393.9,1949.7
569558,2020,405.7,1593.2,2295.9
569558,2021,539.6,1545.9,2206.8
569559,2016,534.86,1556.96,2216.98
569559,2017,755.4,1529.5,2180.5
569559,2018,732.8,1457.5,2052.8
569559,2019,734.4,1393.9,1949.7
569559,2020,405.7,1593.2,2295.9
569559,2021,539.6,1545.9,2206.8
569560,2016,570.9300000000001,1542.21,2190.66
569560,2017,730,1519.1,2159.8
569560,2018,706.1,1442.3,2027.6
569560,2019,756.4,1381.7,1926.5
569560,2020,400.09999999999997,1578.5,2270.6
569560,2021,528.5,1533.3,2185.2
569561,2016,570.9300000000001,1542.21,2190.66
569561,2017,730,1519.1,2159.8
569561,2018,706.1,1442.3,2027.6
569561,2019,756.4,1381.7,1926.5
569561,2020,400.09999999999997,1578.5,2270.6
569561,2021,528.5,1533.3,2185.2
569562,2016,570.9300000000001,1542.21,2190.66
569562,2017,730,1519.1,2159.8
569562,2018,706.1,1442.3,2027.6
569562,2019,756.4,1381.7,1926.5
569562,2020,400.09999999999997,1578.5,2270.6
569562,2021,528.5,1533.3,2185.2
569563,2016,559.65,1548.2,2200.97
569563,2017,755.22,1525.66,2173.8
569563,2018,728.63,1449.18,2038.22
569563,2019,726.01,1385.4,1934.75
569563,2020,417.3,1585.76,2281.3
569563,2021,540.11,1540.72,2197.99
569564,2016,591.02,1537.24,2181.42
569564,2017,735.9,1518.7,2160.6
569564,2018,727.7,1437.1,2017
569564,2019,740.4,1378.6,1920.6
569564,2020,410.90000000000003,1576.8,2264.1
569564,2021,532.6999999999999,1531.6,2182.5
569565,2016,642.13,1527.86,2164.8
569565,2017,712.5,1511.9,2146.7
569565,2018,687.9,1428.7,2003.3
569565,2019,759.6,1361.7,1892.1
569565,2020,394,1566.9,2248.6
569565,2021,516,1524.5,2169.7
569566,2016,642.13,1527.86,2164.8
569566,2017,712.5,1511.9,2146.7
569566,2018,687.9,1428.7,2003.3
569566,2019,759.6,1361.7,1892.1
569566,2020,394,1566.9,2248.6
569566,2021,516,1524.5,2169.7
569567,2016,642.13,1527.86,2164.8
569567,2017,712.5,1511.9,2146.7
569567,2018,687.9,1428.7,2003.3
569567,2019,759.6,1361.7,1892.1
569567,2020,394,1566.9,2248.6
569567,2021,516,1524.5,2169.7
569568,2016,591.02,1537.24,2181.42
569568,2017,735.9,1518.7,2160.6
569568,2018,727.7,1437.1,2017
569568,2019,740.4,1378.6,1920.6
569568,2020,410.90000000000003,1576.8,2264.1
569568,2021,532.6999999999999,1531.6,2182.5
569569,2016,591.02,1537.24,2181.42
569569,2017,735.9,1518.7,2160.6
569569,2018,727.7,1437.1,2017
569569,2019,740.4,1378.6,1920.6
569569,2020,410.90000000000003,1576.8,2264.1
569569,2021,532.6999999999999,1531.6,2182.5
569570,2016,591.02,1537.24,2181.42
569570,2017,735.9,1518.7,2160.6
569570,2018,727.7,1437.1,2017
569570,2019,740.4,1378.6,1920.6
569570,2020,410.90000000000003,1576.8,2264.1
569570,2021,532.6999999999999,1531.6,2182.5
569571,2016,591.02,1537.24,2181.42
569571,2017,735.9,1518.7,2160.6
569571,2018,727.7,1437.1,2017
569571,2019,740.4,1378.6,1920.6
569571,2020,410.90000000000003,1576.8,2264.1
569571,2021,532.6999999999999,1531.6,2182.5
569572,2016,591.02,1537.24,2181.42
569572,2017,735.9,1518.7,2160.6
569572,2018,727.7,1437.1,2017
569572,2019,740.4,1378.6,1920.6
569572,2020,410.90000000000003,1576.8,2264.1
569572,2021,532.6999999999999,1531.6,2182.5
569573,2016,591.02,1537.24,2181.42
569573,2017,735.9,1518.7,2160.6
569573,2018,727.7,1437.1,2017
569573,2019,740.4,1378.6,1920.6
569573,2020,410.90000000000003,1576.8,2264.1
569573,2021,532.6999999999999,1531.6,2182.5
569574,2016,615.2,1528.67,2165.9
569574,2017,733.1,1515,2152.7
569574,2018,737.8,1427.9,2002
569574,2019,735,1366.9,1900.7
569574,2020,427,1569,2251.9
569574,2021,530.4,1527.5,2176.1
569575,2016,591.02,1537.24,2181.42
569575,2017,735.9,1518.7,2160.6
569575,2018,727.7,1437.1,2017
569575,2019,740.4,1378.6,1920.6
569575,2020,410.90000000000003,1576.8,2264.1
569575,2021,532.6999999999999,1531.6,2182.5
569576,2016,591.02,1537.24,2181.42
569576,2017,735.9,1518.7,2160.6
569576,2018,727.7,1437.1,2017
569576,2019,740.4,1378.6,1920.6
569576,2020,410.90000000000003,1576.8,2264.1
569576,2021,532.6999999999999,1531.6,2182.5
569577,2016,591.02,1537.24,2181.42
569577,2017,735.9,1518.7,2160.6
569577,2018,727.7,1437.1,2017
569577,2019,740.4,1378.6,1920.6
569577,2020,410.90000000000003,1576.8,2264.1
569577,2021,532.6999999999999,1531.6,2182.5
569579,2016,592.25,1536.78,2180.68
569579,2017,735.74,1518.36,2159.96
569579,2018,728.26,1436.26,2015.8
569579,2019,740.16,1377.56,1919.06
569579,2020,411.82,1576.07,2263.04
569579,2021,532.55,1531.21,2181.96
569580,2016,591.02,1537.24,2181.42
569580,2017,735.9,1518.7,2160.6
569580,2018,727.7,1437.1,2017
569580,2019,740.4,1378.6,1920.6
569580,2020,410.90000000000003,1576.8,2264.1
569580,2021,532.6999999999999,1531.6,2182.5
569581,2016,594.38,1536.11,2179.35
569581,2017,735.54,1518.3,2159.66
569581,2018,729.0699999999999,1436.1,2015.2
569581,2019,739.7,1377.3,1918.18
569581,2020,413.06,1575.97,2262.74
569581,2021,532.37,1531.17,2181.7599999999998
569582,2016,615.2,1528.67,2165.9
569582,2017,733.1,1515,2152.7
569582,2018,737.8,1427.9,2002
569582,2019,735,1366.9,1900.7
569582,2020,427,1569,2251.9
569582,2021,530.4,1527.5,2176.1
569583,2016,591.02,1537.24,2181.42
569583,2017,735.9,1518.7,2160.6
569583,2018,727.7,1437.1,2017
569583,2019,740.4,1378.6,1920.6
569583,2020,410.90000000000003,1576.8,2264.1
569583,2021,532.6999999999999,1531.6,2182.5
569584,2016,591.02,1537.24,2181.42
569584,2017,735.9,1518.7,2160.6
569584,2018,727.7,1437.1,2017
569584,2019,740.4,1378.6,1920.6
569584,2020,410.90000000000003,1576.8,2264.1
569584,2021,532.6999999999999,1531.6,2182.5
569585,2016,591.02,1537.24,2181.42
569585,2017,735.9,1518.7,2160.6
569585,2018,727.7,1437.1,2017
569585,2019,740.4,1378.6,1920.6
569585,2020,410.90000000000003,1576.8,2264.1
569585,2021,532.6999999999999,1531.6,2182.5
569586,2016,591.02,1537.24,2181.42
569586,2017,735.9,1518.7,2160.6
569586,2018,727.7,1437.1,2017
569586,2019,740.4,1378.6,1920.6
569586,2020,410.90000000000003,1576.8,2264.1
569586,2021,532.6999999999999,1531.6,2182.5
569587,2016,591.02,1537.24,2181.42
569587,2017,735.9,1518.7,2160.6
569587,2018,727.7,1437.1,2017
569587,2019,740.4,1378.6,1920.6
569587,2020,410.90000000000003,1576.8,2264.1
569587,2021,532.6999999999999,1531.6,2182.5
569588,2016,591.02,1537.24,2181.42
569588,2017,735.9,1518.7,2160.6
569588,2018,727.7,1437.1,2017
