WR_GROUP,Year,LEMA_fieldArea_m2,notLEMA_fieldArea_m2,LEMA_irrFieldArea_m2,notLEMA_irrFieldArea_m2,LEMA_fieldArea_fraction,LEMA_irrFieldArea_fraction,WRGirrigationTotal_m3,WRGirrigationLEMA_m3,WRGirrAreaReported_m2
4317,2019,633710.8958973088,0,518555.70953116764,0,1,1,80176.3205958,80176.3205958,497763.3372
4335,2019,0,1258991.661883798,0,830776.1316665511,0,0,265198.5988938,0,890308.408
4483,2019,0,2328409.431200642,0,1299631.8438152312,0,0,180088.35087672,0,1189775.7816
4573,2019,0,1279967.5769490437,0,501109.5758336782,0,0,78942.83874048,0,910542.6900000001
4583,2019,0,627901.5970688054,0,33155.94284101537,0,0,0,0,0
4593,2019,0,322379.90683414426,0,93707.1908177188,0,0,0,0,0
4605,2019,661563.527755262,0,583137.8134801617,0,1,1,64141.05647664,64141.05647664,501810.1936
4639,2019,0,1291539.8582794876,0,235166.20095026286,0,0,93744.62100432,0,485622.76800000004
4687,2019,956591.8205440154,0,143838.13347231693,0,1,1,56740.16534472,56740.16534472,485622.76800000004
4711,2019,0,786117.7220234736,0,421109.8606019815,0,0,93744.62100432,0,465388.48600000003
4721,2019,0,1265732.4892206918,0,735741.9919377833,0,0,88810.69358304,0,870074.126
4737,2019,0,3051001.774681852,0,1407598.5889983287,0,0,302203.0545534,0,1343556.3248
4772,2019,0,632478.2493007672,0,460115.18336280284,0,0,115947.29440008,0,477529.0552
4963,2019,0,2363504.5144354124,0,1380886.9081681503,0,0,168987.01417884,0,1590414.5652
4966,2019,1038582.1853052767,0,489401.18477479945,0,1,1,22202.67339576,22202.67339576,485622.76800000004
5012,2019,0,1824764.3784876966,0,1318446.1469441592,0,0,196123.61499588,0,890308.408
5061,2019,922363.4230084267,0,836758.7634168669,0,1,1,96211.58471496,96211.58471496,728434.152
5080,2019,0,628555.556776477,0,534175.4904324642,0,0,72775.42946388,0,485622.76800000004
5085,2019,NA,NA,NA,NA,NA,NA,55506.6834894,NA,485622.76800000004
5147,2019,0,808272.4259143928,0,760584.3527854435,0,0,0,0,0
5151,2019,0,646300.6735130195,0,530201.3643910502,0,0,117180.77625540001,0,477529.0552
5236,2019,1575614.0122869804,0,1023662.0435424063,0,1,1,122114.70367668,122114.70367668,938870.6848
5365,2019,0,2546848.0610765372,0,1694778.7544551932,0,0,246696.371064,0,1214056.92
5367,2019,1764805.6931880298,0,621174.2195906808,0,1,1,110344.90022304059,110344.90022304059,708199.87
5377,2019,0,495981.49741074455,0,485069.90446770814,0,0,214625.84282568,0,971245.5360000001
5381,2019,0,626170.6661175976,0,394283.6857639176,0,0,17268.74597448,0,291373.6608
5411,2019,0,1283426.334198544,0,407631.74706681195,0,0,54273.201634080004,0,485622.76800000004
5485,2019,0,1290721.301646936,0,502737.98746201536,0,0,33304.01009364,0,607028.46
5494,2019,0,3314689.565832801,0,2593432.2181278216,0,0,439119.54049392,0,2525238.3936
5536,2019,0,1878370.5585705019,0,1112061.1812874896,0,0,53039.71977876,0,829605.562
5572,2019,0,1921887.9926169408,0,984762.5446261187,0,0,209691.9154044,0,2428113.84
5576,2019,0,1402607.8102250614,0,716702.4677527549,0,0,69074.98389792,0,485622.76800000004
5578,2019,0,1596531.8721809257,0,893364.6051884326,0,0,197357.0968512,0,1460915.1604
5609,2019,0,637269.1239786365,0,466954.8174587129,0,0,41938.38308088,0,493716.4808
5610,2019,0,2210332.278739164,0,1592649.5402449535,0,0,199824.06056184001,0,2197443.0252
5673,2019,0,624570.2521759532,0,429191.6773028026,0,0,57973.64720004,0,485622.76800000004
5674,2019,0,1206923.7061620269,0,453443.46660321974,0,0,90044.17543836,0,647497.024
5682,2019,0,2535116.46479711,0,858626.4576739634,0,0,311345.5478254372,0,1922256.79
5685,2019,1267746.3105257659,0,1143451.8604816217,0,1,1,171453.97788948,171453.97788948,971245.5360000001
5720,2019,1323922.642293576,0,621330.5827607815,0,1,1,34537.49194896,34537.49194896,667731.306
5755,2019,643180.394326421,0,576683.2352839329,0,1,1,67841.5020426,67841.5020426,485622.76800000004
5758,2019,0,526193.9349386992,0,317356.11004923796,0,0,60440.61091068,0,364217.076
5771,2019,0,1000548.2950991683,0,769494.8092266632,0,0,77709.35688516,0,809371.28
5780,2019,0,690384.275112158,0,508446.3344405096,0,0,40704.90122556,0,477529.0552
5788,2019,NA,NA,NA,NA,NA,NA,0,NA,0
5819,2019,NA,NA,NA,NA,NA,NA,103612.47584688,NA,485622.76800000004
5829,2019,0,634224.0445971733,0,520304.0877822952,0,0,107312.92141284,0,501810.1936
5852,2019,0,1154006.6837123819,0,852501.6411289856,0,0,130749.07666392,0,870074.126
5868,2019,0,622463.5836752336,0,480129.6955201322,0,0,106079.43955752,0,505857.05
5928,2019,0,627762.1211086912,0,460329.64690692816,0,0,74008.91131920001,0,485622.76800000004
5956,2019,627086.1969751102,0,590572.5737231888,0,1,1,57973.64720004,57973.64720004,485622.76800000004
5957,2019,0,638986.99826971,0,579266.8645249738,0,0,87577.21172772,0,485622.76800000004
5958,2019,1279250.11604262,0,975887.2346213681,0,1,1,123348.185532,123348.185532,971245.5360000001
6004,2019,0,1249751.4822087807,0,165575.7728002021,0,0,51806.23792344,0,182108.538
6028,2019,621576.7127966683,0,543110.7530759806,0,1,1,36035.65393355942,36035.65393355942,469435.3424
6034,2019,0,1219601.5779901694,0,612109.9237873699,0,0,129515.5948086,0,623215.8856
6037,2019,0,644171.3488034764,0,214735.1214948003,0,0,91709.29323168454,0,485622.76800000004
6057,2019,0,974596.4189095247,0,268552.55237165524,0,0,93744.62100432,0,408732.4964
6109,2019,0,641824.7660404046,0,552997.5950914717,0,0,67841.5020426,0,489669.62440000003
6119,2019,0,2081553.0291873894,0,224648.06631766504,0,0,45638.828646840004,0,242811.38400000002
6135,2019,0,1255263.5616626898,0,1127943.9281563875,0,0,149251.30449372,0,930776.9720000001
6144,2019,0,591206.7529625755,0,307537.4089865805,0,0,96211.58471496,0,352076.50680000003
6145,2019,0,660617.9779067778,0,508378.1429106963,0,0,73444.83878842684,0,485622.76800000004
6156,2019,0,594058.8786683378,0,434737.6532174286,0,0,54273.201634080004,0,465388.48600000003
6160,2019,0,1242411.5487881543,0,228493.81640877677,0,0,34537.49194896,0,360170.2196
6162,2019,1260733.1429566168,0,771593.0853812149,0,1,1,96211.58471496,96211.58471496,485622.76800000004
6163,2019,628466.6053542178,0,587188.30547229,0,1,1,81409.80245112,81409.80245112,485622.76800000004
6167,2019,640362.5185151937,0,488533.49647517013,0,1,1,104845.9577022,104845.9577022,505857.05
6204,2019,0,1268895.9141367455,0,477441.72449852,0,0,91277.65729368001,0,1173588.3560000001
6277,2019,0,1248314.7459263776,0,920293.9009152192,0,0,0,0,0
6325,2019,0,1196731.9322496299,0,354549.6004628168,0,0,72282.15558384001,0,364217.076
6339,2019,0,940898.8385482215,0,446921.75516853767,0,0,61674.092766,0,485622.76800000004
6365,2019,0,576940.8351152885,0,239327.82495136157,0,0,61674.092766,0,323748.512
6397,2019,0,650555.71295768,0,0,0,NA,0,NA,0
6434,2019,0,603382.4719628125,0,459843.0577079891,0,0,118414.25811072,0,485622.76800000004
6460,2019,0,259664.3459550445,0,174087.31694808765,0,0,245462.88920868002,0,1104791.7972000001
6562,2019,0,886580.6984462524,0,0,0,NA,0,NA,0
6589,2019,0,1153814.6761871648,0,164169.45279572203,0,0,45638.828646840004,0,283279.94800000003
6650,2019,0,1277022.3680691333,0,920487.2323376038,0,0,27136.600817040002,0,364217.076
6681,2019,0,596366.4020148715,0,406021.94664059655,0,0,94978.10285964,0,453247.9168
6686,2019,0,1267521.3860334684,0,479271.9921772991,0,0,128282.11295328,0,898402.1208
6696,2019,0,2198577.1312707327,0,239006.68521679717,0,0,98678.5484256,0,437060.4912
6885,2019,0,1251072.0776766455,0,352736.0420805038,0,0,90044.17543836,0,623215.8856
7029,2019,0,1203669.1322741634,0,472875.1686518161,0,0,37004.455659600004,0,485622.76800000004
7048,2019,0,1223297.3759336362,0,928978.2398313025,0,0,156652.19562564002,0,971245.5360000001
7077,2019,0,1918036.7707022813,0,472325.56563063216,0,0,121587.58817029376,0,1011714.1
7081,2019,0,1307987.3180635406,0,955052.9543137606,0,0,228194.1432342,0,971245.5360000001
7121,2019,0,949415.7671824524,0,776573.3972026738,0,0,201057.54241716,0,720340.4392
7477,2019,0,634527.9009096214,0,586770.3890534183,0,0,53039.71977876,0,485622.76800000004
7568,2019,0,2534124.388141245,0,943708.1011173285,0,0,189325.33572334927,0,1942491.0720000002
7597,2019,638097.7901269896,0,504788.9032456834,0,1,1,66608.02018728,66608.02018728,485622.76800000004
7598,2019,637113.4272313443,0,548549.3554088819,0,1,1,55506.6834894,55506.6834894,485622.76800000004
7621,2019,0,1183255.204146495,0,869477.9251242483,0,0,33304.01009364,0,230670.8148
7755,2019,640171.08286238,0,361210.955396702,0,1,1,77709.35688516,77709.35688516,404685.64
7756,2019,0,2559014.0571508924,0,1618251.965579354,0,0,144317.37707244,0,1659211.124
7760,2019,0,1907739.6588910536,0,427991.831803255,0,0,57973.64720004,0,433013.6348
7771,2019,0,1269362.02131153,0,498686.0816881691,0,0,22202.67339576,0,372310.78880000004
7799,2019,0,2392582.840114164,0,812640.5350997201,0,0,59207.12905536,0,590841.0344
7818,2019,0,3691921.1659505195,0,358193.6864721358,0,0,69074.98389792,0,776996.4288
7851,2019,0,1908631.6985060864,0,1337836.6791040164,0,0,127048.63109796001,0,1436634.022
7903,2019,614922.0194748843,0,439631.87027476606,0,1,1,40371.470356045524,40371.470356045524,485622.76800000004
7904,2019,632569.5149929664,0,553393.4287201168,0,1,1,71941.08952860523,71941.08952860523,445154.204
7928,2019,1451875.2532889594,0,697411.0540408064,0,1,1,55506.6834894,55506.6834894,485622.76800000004
8011,2019,1276438.9914389658,0,910648.0679812856,0,1,1,220793.25210228,220793.25210228,971245.5360000001
8041,2019,0,1300034.7959194095,0,1150607.4932624362,0,0,183788.79644268,0,971245.5360000001
8133,2019,0,1294754.9326995506,0,971211.6432217443,0,0,141850.4133618,0,975292.3924
8213,2019,1268218.0533791403,0,1118679.6441953455,0,1,1,129030.49364346908,129030.49364346908,930776.9720000001
8274,2019,0,2160322.003191656,0,1296005.5070052308,0,0,283700.8267236,0,1214056.92
8275,2019,0,2533446.4983107927,0,1872587.1197331476,0,0,141850.4133618,0,1987006.4924
8284,2019,0,897991.5475810018,0,0,0,NA,0,NA,0
8348,2019,0,2546182.9385008924,0,2285501.8475701604,0,0,220793.25210228,0,1384024.8888
8349,2019,0,2394955.793986926,0,2067117.0603425798,0,0,274083.15764932666,0,1659211.124
8370,2019,0,1269269.0078899774,0,0,0,NA,0,NA,0
8375,2019,0,638046.8160824819,0,477334.5727179363,0,0,128282.11295328,0,497763.3372
8381,2019,0,1942919.0955980907,0,1492324.1818146314,0,0,271366.0081704,0,1011714.1
8382,2019,0,1270314.3815364505,0,511746.49997500016,0,0,76475.87502984,0,971245.5360000001
8403,2019,0,1265858.5162608046,0,231118.89275485105,0,0,326872.6916598,0,736527.8648
8410,2019,0,1235666.7203376726,0,793421.8571760091,0,0,85110.24801708,0,465388.48600000003
8429,2019,0,2245434.3325134553,0,1156748.7632915196,0,0,119647.73996604,0,971245.5360000001
8434,2019,641141.3248411416,0,510958.4687871423,0,1,1,67841.5020426,67841.5020426,404685.64
8450,2019,0,640197.5618041388,0,398059.04928419506,0,0,61674.092766,0,445154.204
8454,2019,622279.0097328005,0,538378.2837753536,0,1,1,117180.77625540001,117180.77625540001,489669.62440000003
8463,2019,0,1279136.576669848,0,478110.95764692646,0,0,107312.92141284,0,522044.4756
8469,2019,0,582470.1147351539,0,169069.70762869692,0,0,12279.13507181815,0,117358.8356
8471,2019,0,1300810.4439558226,0,1074251.341056896,0,0,257797.70776188,0,987432.9616
8472,2019,0,641554.9945462336,0,570733.3388137865,0,0,20393.554561290148,0,497763.3372
8513,2019,604998.1980923472,0,239986.43799518095,0,1,1,23436.15525108,23436.15525108,404685.64
8515,2019,0,592385.9833570481,0,109647.73120963691,0,0,4933.92742128,0,121405.69200000001
8528,2019,2042514.4543133716,0,845298.5634898734,0,1,1,82643.28430644001,82643.28430644001,465388.48600000003
8590,2019,0,1271894.8683281,0,624827.6905742106,0,0,90044.17543836,0,716293.5828
8591,2019,NA,NA,NA,NA,NA,NA,0,NA,0
8656,2019,0,1127895.150682222,0,0,0,NA,53039.71977876,NA,485622.76800000004
8706,2019,0,3922267.3941895403,0,2398894.3517873418,0,0,381145.89329388,0,2428113.84
8714,2019,0,1273584.71209099,0,1060405.5517193414,0,0,125104.61893520673,0,995526.6744
8723,2019,0,631115.0777360915,0,541947.5456287307,0,0,104845.9577022,0,485622.76800000004
8765,2019,0,1222083.816960122,0,1064353.6488549043,0,0,66608.02018728,0,485622.76800000004
8778,2019,0,640775.184749211,0,478376.7457041496,0,0,61674.092766,0,485622.76800000004
8784,2019,0,1635656.3247536267,0,307125.2693128937,0,0,0,0,0
8804,2019,0,1924584.9051164559,0,1183670.9385588516,0,0,146784.34078308,0,1274759.766
8807,2019,0,1279643.0648052115,0,354059.9800800387,0,0,80176.3205958,0,364217.076
8830,2019,0,654618.3569187706,0,502897.47036302247,0,0,101145.51213624,0,485622.76800000004
8858,2019,0,1263744.6619032766,0,403931.31366593175,0,0,54273.201634080004,0,433013.6348
8900,2019,0,2580181.746520661,0,2289054.9618038423,0,0,151718.26820436,0,1978912.7796
8918,2019,0,2986668.684588231,0,166909.83356442745,0,0,51806.23792344,0,194249.1072
8919,2019,0,2240367.9560225047,0,737247.6576564177,0,0,59207.12905536,0,485622.76800000004
8923,2019,0,1081814.4962533156,0,653793.8200170805,0,0,152951.75005968,0,971245.5360000001
8940,2019,0,914296.9560718925,0,416294.6978380749,0,0,83876.76616176,0,445154.204
8947,2019,0,816420.3033154516,0,0,0,NA,88810.69358304,NA,364217.076
8948,2019,0,651538.6306907928,0,540565.1406538952,0,0,125815.14924264001,0,485622.76800000004
8949,2019,0,1325750.2008411654,0,459150.0425218212,0,0,53039.71977876,0,485622.76800000004
8952,2019,0,631917.5442551333,0,488324.813244825,0,0,67841.5020426,0,485622.76800000004
8998,2019,0,3470524.067828258,0,2688625.8330918127,0,0,594538.25426424,0,2670925.224
9046,2019,0,2553206.101972874,0,1946111.4791383403,0,0,370044.556596,0,1784663.6724
9053,2019,3165956.4822952794,0,2260920.3275535684,0,1,1,293568.68156616,293568.68156616,1456868.304
9067,2019,0,1206492.137386167,0,475052.8032787708,0,0,171452.8839040193,0,991479.8180000001
9080,2019,0,651922.6090460833,0,472981.9922970254,0,0,91277.65729368001,0,485622.76800000004
9117,2019,0,633139.3348060008,0,357353.8347909415,0,0,99912.03028092001,0,485622.76800000004
9118,2019,0,1294397.9469376146,0,962478.4781049496,0,0,54273.201634080004,0,485622.76800000004
9131,2019,0,1246606.0986604409,0,544656.3545423137,0,0,37004.455659600004,0,501810.1936
9166,2019,1930781.75473326,623289.4797315752,1510782.8712955434,514055.57090039516,0.7559623743766976,0.746125142535865,278766.89930232003,207994.99247622467,1885835.0824
9176,2019,629227.7682571304,0,536778.6927260979,0,1,1,94978.10285964,94978.10285964,485622.76800000004
9185,2019,0,1163472.5144168637,0,875997.8284075602,0,0,67841.5020426,0,728434.152
9193,2019,657050.67973824,0,499211.5245283691,0,1,1,62826.56291601387,62826.56291601387,497763.3372
9279,2019,0,1965098.8555427203,0,1167717.433475522,0,0,80360.61361354809,0,971245.5360000001
9281,2019,637562.1641851084,0,577080.8527799838,0,1,1,16988.19359248584,16988.19359248584,497763.3372
9303,2019,0,1644824.7100673919,0,1441629.780577325,0,0,185022.278298,0,963151.8232
9325,2019,0,1901555.0463133154,0,1208972.3207732139,0,0,86343.7298724,0,910542.6900000001
9337,2019,1806514.467354019,0,639566.737867265,0,1,1,35770.97380428,35770.97380428,861980.4132000001
9340,2019,NA,NA,NA,NA,NA,NA,0,NA,0
9356,2019,618357.2261259359,0,485694.97405093507,0,1,1,75242.39317452,75242.39317452,485622.76800000004
9369,2019,NA,NA,NA,NA,NA,NA,30683.07455395807,NA,457294.7732
9377,2019,0,1256378.3209205389,0,863520.9461532427,0,0,197496.61595883407,0,926730.1156
9407,2019,0,1263120.1813964702,0,1025536.0596746365,0,0,102378.99399156,0,971245.5360000001
9412,2019,2574098.15576574,0,2075164.9072037993,0,1,1,218071.60176275863,218071.60176275863,1861553.9440000001
9416,2019,321552.5578076276,0,307725.7978218996,0,1,1,39471.41937024,39471.41937024,242811.38400000002
9426,2019,0,1161388.9042721675,0,818540.658876383,0,0,75242.39317452,0,849839.844
9427,2019,0,2479724.408956826,0,1222706.9531952064,0,0,139383.44965116002,0,1497336.868
9431,2019,0,31126.027960016854,0,0,0,NA,49339.2742128,NA,242811.38400000002
9474,2019,0,1230732.7302172985,0,60292.6127593135,0,0,0,0,0
9494,2019,0,860946.0558707449,0,77990.03676686165,0,0,0,0,0
9500,2019,2470963.0390474615,0,1649585.1935818784,0,1,1,95594.84378730001,95594.84378730001,890308.408
9505,2019,0,1264174.0532523522,0,795256.6850344662,0,0,149251.30449372,0,849839.844
9525,2019,1279545.9591632597,0,932378.1432761896,0,1,1,127048.63109796001,127048.63109796001,991479.8180000001
9526,2019,1261864.8177853783,0,1097388.8373014266,0,1,1,107312.92141284,107312.92141284,979339.2488000001
9533,2019,633406.4846209605,0,588654.8678856972,0,1,1,97445.06657028,97445.06657028,501810.1936
9538,2019,0,1211967.6379138888,0,1124789.843604366,0,0,185022.278298,0,922683.2592
9577,2019,0,1307735.634695422,0,661132.8102060304,0,0,90044.17543836,0,647497.024
9589,2019,0,1599336.9506372318,0,931075.0709395153,0,0,120881.22182136,0,971245.5360000001
9620,2019,0,614049.2293479355,0,526138.4314743686,0,0,38237.93751492,0,485622.76800000004
9635,2019,0,625389.42323519,0,464873.35253717605,0,0,66608.02018728,0,493716.4808
9706,2019,627586.6958076092,0,575140.5555584864,0,1,1,114713.81254476,114713.81254476,489669.62440000003
9734,2019,0,589441.8818160633,0,226624.4969227008,0,0,30837.046383,0,182108.538
9795,2019,643872.4399203788,0,608486.5169818221,0,1,1,108546.40326816001,108546.40326816001,501810.1936
9796,2019,620730.4718339989,0,532052.256795443,0,1,1,74008.91131920001,74008.91131920001,485622.76800000004
9815,2019,0,325835.3124270843,0,134675.77669079177,0,0,0,0,0
9825,2019,0,1592818.3135150059,0,707488.9653133212,0,0,92511.139149,0,683918.7316
9915,2019,0,1653184.4735843907,0,563581.1862147661,0,0,113480.33068944,0,534185.0448
9917,2019,0,1420280.8323608227,0,367740.93766142684,0,0,13309.146987793714,0,404685.64
9979,2019,2536599.612953652,634277.6769436381,1788767.0293218805,485472.1095622165,0.7999677631914343,0.7865342736998083,104845.9577022,82464.9391916607,607028.46
9997,2019,0,554570.4057487452,0,408281.07632944424,0,0,76475.87502984,0,485622.76800000004
10008,2019,648174.1639297327,0,622894.4620252386,0,1,1,35531.05787181909,35531.05787181909,501810.1936
10041,2019,636631.9131439109,0,483453.0350464405,0,1,1,32070.52823832,32070.52823832,485622.76800000004
10042,2019,0,641246.1457688336,0,481381.1776307075,0,0,91277.65729368001,0,526091.332
10047,2019,0,1988147.6133538228,0,920889.573837117,0,0,56740.16534472,0,526091.332
10053,2019,593431.5329643659,0,426378.77747159905,0,1,1,96211.58471496,96211.58471496,445154.204
10055,2019,0,1280486.6453025322,0,701507.7849847589,0,0,72775.42946388,0,485622.76800000004
10075,2019,626242.9861752392,0,549313.1510765946,0,1,1,19598.995571347987,19598.995571347987,485622.76800000004
10079,2019,0,1248948.1420121004,0,921097.4815722262,0,0,192882.90073154197,0,971245.5360000001
10084,2019,1280565.4116265597,0,494155.2788298904,0,1,1,194890.13314056,194890.13314056,971245.5360000001
10086,2019,0,1801327.7121117953,0,1352383.4698100167,0,0,309603.94568532,0,1448774.5912000001
10093,2019,0,1250611.341424947,0,470899.08256549214,0,0,39471.41937024,0,971245.5360000001
10107,2019,630183.9258951385,0,500212.50000903837,0,1,1,106079.43955752,106079.43955752,485622.76800000004
10112,2019,0,633325.4470537775,0,544779.4371864683,0,0,17283.456104231904,0,497763.3372
10146,2019,0,1287228.9648210981,0,692213.3246078768,0,0,70308.46575324,0,971245.5360000001
10173,2019,0,636674.6433639929,0,335228.65659420594,0,0,33304.01009364,0,453247.9168
10174,2019,0,2329441.9840407628,0,1008548.955358653,0,0,186255.76015332,0,910542.6900000001
10223,2019,0,636415.2462659107,0,587346.0938247251,0,0,155418.71377032,0,485622.76800000004
10232,2019,0,631886.3520565243,0,490956.4209890078,0,0,104845.9577022,0,485622.76800000004
10268,2019,0,631393.4830391033,0,340723.20138442836,0,0,24669.6371064,0,477529.0552
10280,2019,0,1270728.816266568,0,920143.1175185088,0,0,134449.52222988,0,971245.5360000001
10285,2019,0,1274366.8584956315,0,915136.7137500979,0,0,105401.145859703,0,971245.5360000001
10302,2019,0,491014.3200368575,0,230792.1262526472,0,0,41938.38308088,0,275186.2352
10343,2019,0,769581.4810416948,0,460721.63477811904,0,0,44551.706147342426,0,465388.48600000003
10353,2019,0,510450.25234995957,0,143464.63708807825,0,0,25903.11896172,0,161874.256
10383,2019,618784.4492375004,0,547061.325211388,0,1,1,40704.90122556,40704.90122556,497763.3372
10439,2019,0,649021.8566336373,0,459076.76123775705,0,0,72775.42946388,0,485622.76800000004
10473,2019,0,1277806.0325754345,0,958056.7122076885,0,0,74008.91131920001,0,149733.6868
10528,2019,0,627783.4793958212,0,108693.75674464538,0,0,0,0,0
10551,2019,0,210676.37936897145,0,138625.05762478322,0,0,224493.69766824,0,874120.9824
10574,2019,0,601049.0634420476,0,419676.3837404643,0,0,43171.8649362,0,485622.76800000004
10575,2019,1275252.1874623944,0,943689.962263014,0,1,1,122114.70367668,122114.70367668,971245.5360000001
10583,2019,0,650852.5526937098,0,474509.0657552907,0,0,85110.24801708,0,485622.76800000004
10584,2019,0,642079.0203472438,0,484209.3894833683,0,0,96211.58471496,0,497763.3372
10624,2019,0,1870576.543740118,0,843078.4844547443,0,0,207940.51660556023,0,857933.5568
10627,2019,2557252.608359871,0,1431648.9961082477,0,1,1,244036.82805819932,244036.82805819932,1456868.304
10638,2019,0,802378.0842476831,0,427977.64238317625,0,0,103612.47584688,0,505857.05
10639,2019,0,826518.4601185184,0,470521.70072525804,0,0,88810.69358304,0,505857.05
10651,2019,1269848.1540279463,0,1131367.615029728,0,1,1,97445.06657028,97445.06657028,995526.6744
10711,2019,0,633288.318579585,0,448672.06079893484,0,0,62907.574621320004,0,930776.9720000001
10714,2019,1277044.4568055477,0,796592.8310900712,0,1,1,99912.03028092001,99912.03028092001,979339.2488000001
10761,2019,1108804.0372849137,0,949116.4848868089,0,1,1,81409.80245112,81409.80245112,465388.48600000003
10762,2019,632057.9050540566,1220626.118118218,445234.2644498588,496475.56873052847,0.34115796171859347,0.472793474977523,141850.4133618,67065.94986032348,1286900.3352
10772,2019,0,2469178.505031574,0,1125655.413572262,0,0,135683.0040852,0,1201916.3508000001
10773,2019,0,1279863.7252463917,0,155185.70307865608,0,0,46872.31050216,0,242811.38400000002
10778,2019,615922.8249004238,0,538316.3702148863,0,1,1,112246.84883412,112246.84883412,485622.76800000004
10780,2019,637855.2992406043,0,501395.50802280416,0,1,1,75242.39317452,75242.39317452,485622.76800000004
10781,2019,615573.1252754475,0,473284.3106165365,0,1,1,83876.76616176,83876.76616176,971245.5360000001
10815,2019,NA,NA,NA,NA,NA,NA,140616.93150648,NA,1861553.9440000001
10855,2019,1223633.7990519325,0,903828.9093442825,0,1,1,157885.67748096,157885.67748096,971245.5360000001
10859,2019,0,1898204.749983346,0,1697469.9147204072,0,0,234361.55251080001,0,1416399.74
10869,2019,636222.0962340853,0,482140.7532433754,0,1,1,70308.46575324,70308.46575324,485622.76800000004
10886,2019,0,1505028.68603406,0,321492.64905566367,0,0,74008.91131920001,0,744621.5776000001
10899,2019,0,720991.0768472701,0,658606.018998581,0,0,80176.3205958,0,485622.76800000004
10900,2019,0,647834.4703558094,0,532773.1763441752,0,0,78942.83874048,0,485622.76800000004
10901,2019,0,711351.40487895,0,603081.0417966428,0,0,76475.87502984,0,485622.76800000004
10920,2019,0,640689.7128031385,0,139506.68693620877,0,0,41938.38308088,0,141639.97400000002
10985,2019,0,703809.1061789483,0,442229.8204483704,0,0,80176.3205958,0,485622.76800000004
11025,2019,NA,NA,NA,NA,NA,NA,0,NA,0
11026,2019,0,1843028.170396241,0,0,0,NA,0,NA,0
11057,2019,0,638213.5063130672,0,576697.0568656983,0,0,50572.75606812,0,497763.3372
11093,2019,0,647372.8943025429,0,435157.9484946355,0,0,48105.79235748,0,485622.76800000004
11152,2019,642017.9475687395,0,567614.4143319349,0,1,1,87958.70224914633,87958.70224914633,505857.05
11161,2019,0,1894887.2581417277,0,1348825.6609975009,0,0,246661.50737511256,0,1315228.33
11171,2019,640263.2473935273,0,520842.3384717717,0,1,1,16986.30088407717,16986.30088407717,465388.48600000003
11206,2019,1234772.6781404633,0,1137923.9220653903,0,1,1,108546.40326816001,108546.40326816001,971245.5360000001
11230,2019,0,773739.1765782298,0,386696.516699558,0,0,46872.31050216,0,404685.64
11273,2019,0,622568.7566409328,0,450281.38734509284,0,0,66608.02018728,0,485622.76800000004
11277,2019,0,1914688.4853017062,0,577003.0880597157,0,0,32070.52823832,0,607028.46
11287,2019,634104.9649998425,0,474380.1582497561,0,1,1,85110.24801708,85110.24801708,376357.6452
11288,2019,630463.4985015894,0,470454.0747353862,0,1,1,94978.10285964,94978.10285964,485622.76800000004
11349,2019,633976.3025889213,0,504710.8317706752,0,1,1,127048.63109796001,127048.63109796001,505857.05
11362,2019,1229914.4250049097,0,462794.1302413775,0,1,1,100947.70896587108,100947.70896587108,631309.5984
11363,2019,627582.1519286019,0,591752.561888717,0,1,1,107312.92141284,107312.92141284,489669.62440000003
11391,2019,0,600287.0904539067,0,448427.72766484786,0,0,112246.84883412,0,485622.76800000004
11403,2019,0,1320129.8825105552,0,667691.5949069755,0,0,66608.02018728,0,485622.76800000004
11408,2019,0,1282216.8758312254,0,928740.3717221564,0,0,98678.5484256,0,971245.5360000001
11428,2019,1527478.8786686813,0,716122.6462520144,0,1,1,70308.46575324,70308.46575324,416826.20920000004
11439,2019,0,1243361.2824523859,0,497455.9538418712,0,0,93744.62100432,0,574653.6088
11455,2019,0,547771.9841821763,0,298872.1107518358,0,0,39471.41937024,0,287326.8044
11456,2019,0,638739.4993724483,0,529515.0449797596,0,0,92511.139149,0,493716.4808
11512,2019,0,2017541.33212337,0,1091863.8820698524,0,0,141850.4133618,0,1497336.868
11551,2019,0,2436394.888852753,0,922230.7605992494,0,0,152951.75005968,0,995526.6744
11553,2019,0,1928773.0090218128,0,675412.4613664548,0,0,118414.25811072,0,809371.28
11568,2019,0,641789.0432796625,0,470735.71079068456,0,0,143083.89521712,0,526091.332
11594,2019,627780.6268640549,0,484101.50856030587,0,1,1,76475.87502984,76475.87502984,485622.76800000004
11604,2019,1261699.8894921492,0,422969.9440156228,0,1,1,85110.24801708,85110.24801708,538231.9012
11608,2019,0,1824317.903777939,0,1125463.1875645092,0,0,120844.64712407165,0,1456868.304
11616,2019,0,1891345.5144269408,0,1257189.0420671096,0,0,198590.57870652,0,1456868.304
11651,2019,1254259.1751556299,0,988488.1919355888,0,1,1,113480.33068944,113480.33068944,971245.5360000001
11784,2019,0,1264474.0325149887,0,981048.1889094106,0,0,167753.53232352,0,781043.2852
11793,2019,NA,NA,NA,NA,NA,NA,0,NA,0
11836,2019,617245.2973268308,0,473216.08185531374,0,1,1,90044.17543836,90044.17543836,485622.76800000004
11948,2019,0,318656.8917552843,0,0,0,NA,0,NA,0
