WR_GROUP,Year,Algorithm,n_irrfields,n_IrrConfHigh,area_m2_wrg,n_within_lema,n_within_buffer,n_croptypes,ET_m3,irr_m3_fromNonIrr,irr_m3_fromPrec,CropCode_maincrop,area_m2_maincrop,area_prc_maincrop,irr_m3_fromWIMAS,IrrArea_m2
11,2016,disalexi,5,3,491525.22,0,5,2,292517.14,58536.8,31562.6,1,461529.9572862255,0.9389751298747713,309603.94568532,789137
11,2016,eemetric,5,3,491525.22,0,5,2,403894.89,85285.8,141499,1,461529.9572862255,0.9389751298747713,309603.94568532,789137
11,2016,ensemble,5,3,491525.22,0,5,2,371127.37,62489.4,108731.6,1,461529.9572862255,0.9389751298747713,309603.94568532,789137
11,2016,geesebal,5,3,491525.22,0,5,2,282001.77,33164.7,23350.7,1,461529.9572862255,0.9389751298747713,309603.94568532,789137
11,2016,ptjpl,5,3,491525.22,0,5,2,363447.72,47684.8,101051.9,1,461529.9572862255,0.9389751298747713,309603.94568532,789137
11,2016,sims,5,3,491525.22,0,5,2,435833.63,44744.3,173437.8,1,461529.9572862255,0.9389751298747713,309603.94568532,789137
11,2016,ssebop,5,3,491525.22,0,5,2,440825.61,81212.6,178429.8,1,461529.9572862255,0.9389751298747713,309603.94568532,789137
11,2017,disalexi,5,3,491525.22,0,5,1,281360.89,44539.1,351.3,1,491525.21620944573,0.9999999922881796,241762.44364272,789137
11,2017,eemetric,5,3,491525.22,0,5,1,338840.09,41519.3,37093.6,1,491525.21620944573,0.9999999922881796,241762.44364272,789137
11,2017,ensemble,5,3,491525.22,0,5,1,335083.74,40387.4,30641.2,1,491525.21620944573,0.9999999922881796,241762.44364272,789137
11,2017,geesebal,5,3,491525.22,0,5,1,278723.68,41129.4,1384,1,491525.21620944573,0.9999999922881796,241762.44364272,789137
11,2017,ptjpl,5,3,491525.22,0,5,1,333337.21,28993.8,26500.3,1,491525.21620944573,0.9999999922881796,241762.44364272,789137
11,2017,sims,5,3,491525.22,0,5,1,423811.71,24886.8,116903.3,1,491525.21620944573,0.9999999922881796,241762.44364272,789137
11,2017,ssebop,5,3,491525.22,0,5,1,367576.92,52722.1,63174.1,1,491525.21620944573,0.9999999922881796,241762.44364272,789137
11,2018,disalexi,5,4,491525.22,0,5,1,307161.7,36577.1,9863.7,1,491525.21620944573,0.9999999922881796,263965.11703848,789137
